state3.2
"[10018.0, 10134.0]"
"[27433.0, 27493.0]"
"[27913.0, 28013.0]"
"[28493.0, 28577.0]"
"[28958.0, 29044.0]"
"[34881.0, 34971.0]"
"[35700.0, 35719.0]"
"[35999.0, 36107.0]"
"[36889.0, 37096.0]"
"[37629.0, 37727.0]"
"[42180.0, 42238.0]"
"[42691.0, 42803.0]"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
