state2.2
"[1580.9, 1974.7]"
"[2484.8, 2790.9]"
"[2840.9, 3103.2]"
"[3192.2, 3514.5]"
"[5032.3, 5434.3]"
"[5507.7, 5934.1]"
"[6040.2, 6106.5]"
"[6292.1, 6562.5]"
"[8319.2, 8745.5]"
"[8802.6, 8837.3]"
"[8894.5, 8993.4]"
"[10810.0, 11238.0]"
"[11342.0, 11386.0]"
"[11450.0, 11501.0]"
"[11567.0, 11674.0]"
"[11734.0, 11785.0]"
"[11919.0, 11937.0]"
"[14931.0, 15718.0]"
"[15857.0, 16049.0]"
"[18945.0, 19900.0]"
"[37738.0, 37853.0]"
"[38215.0, 38898.0]"
"[39050.0, 39465.0]"
"[39550.0, 39893.0]"
"[40066.0, 40114.0]"
"[40195.0, 40685.0]"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
