state4.2
"[1884.7, 1946.1]"
"[2383.2, 2442.5]"
"[4824.3, 4907.1]"
"[5713.1, 5791.1]"
"[6747.4, 6834.1]"
"[7195.4, 7217.8]"
"[7787.1, 7865.6]"
"[9806.8, 9825.6]"
"[10143.0, 10190.0]"
"[15295.0, 15325.0]"
"[15858.0, 15901.0]"
"[21283.0, 21313.0]"
"[23559.0, 23666.0]"
"[23822.0, 23913.0]"
"[24127.0, 24189.0]"
"[28699.0, 28818.0]"
"[28895.0, 28970.0]"
"[29278.0, 29366.0]"
"[31151.0, 31234.0]"
"[31753.0, 32031.0]"
"[34701.0, 34960.0]"
"[35057.0, 35083.0]"
"[35297.0, 35324.0]"
"[35836.0, 35872.0]"
"[38897.0, 38932.0]"
"[38964.0, 39091.0]"
"[39649.0, 39732.0]"
"[40460.0, 40500.0]"
"[40585.0, 40643.0]"
"[40712.0, 40824.0]"
"[41133.0, 41156.0]"
""
""
""
""
""
""
