Timestamp,Speed
2022-02-08T16:25:22.2321408-06:00,0.0000
2022-02-08T16:25:22.2514816-06:00,0.0000
2022-02-08T16:25:22.2600704-06:00,0.0000
2022-02-08T16:25:22.3082624-06:00,0.0000
2022-02-08T16:25:22.3381632-06:00,0.0000
2022-02-08T16:25:22.3781248-06:00,0.0000
2022-02-08T16:25:22.4191616-06:00,0.0000
2022-02-08T16:25:22.4597376-06:00,0.0000
2022-02-08T16:25:22.4991872-06:00,0.0000
2022-02-08T16:25:22.5411456-06:00,0.0000
2022-02-08T16:25:22.5781632-06:00,0.0000
2022-02-08T16:25:22.6192384-06:00,0.0000
2022-02-08T16:25:22.6584320-06:00,0.0000
2022-02-08T16:25:22.7002368-06:00,0.0000
2022-02-08T16:25:22.7388160-06:00,0.0000
2022-02-08T16:25:22.7788800-06:00,0.0000
2022-02-08T16:25:22.8200960-06:00,0.0000
2022-02-08T16:25:22.8588800-06:00,0.0000
2022-02-08T16:25:22.8998784-06:00,0.0000
2022-02-08T16:25:22.9422464-06:00,0.0000
2022-02-08T16:25:22.9812992-06:00,0.0000
2022-02-08T16:25:23.0197248-06:00,0.0000
2022-02-08T16:25:23.0599168-06:00,0.0000
2022-02-08T16:25:23.0988544-06:00,0.0000
2022-02-08T16:25:23.1398656-06:00,0.0000
2022-02-08T16:25:23.1788160-06:00,0.0000
2022-02-08T16:25:23.2184576-06:00,0.0000
2022-02-08T16:25:23.2582656-06:00,0.0000
2022-02-08T16:25:23.2990208-06:00,0.0000
2022-02-08T16:25:23.3379328-06:00,0.0000
2022-02-08T16:25:23.3782656-06:00,0.0000
2022-02-08T16:25:23.4202880-06:00,0.0000
2022-02-08T16:25:23.4599808-06:00,0.0000
2022-02-08T16:25:23.4989056-06:00,0.0000
2022-02-08T16:25:23.5412224-06:00,0.0000
2022-02-08T16:25:23.5792512-06:00,0.0000
2022-02-08T16:25:23.6191360-06:00,0.0000
2022-02-08T16:25:23.6610816-06:00,0.0000
2022-02-08T16:25:23.6994048-06:00,0.0000
2022-02-08T16:25:23.7409920-06:00,0.0000
2022-02-08T16:25:23.7798912-06:00,0.0000
2022-02-08T16:25:23.8202496-06:00,0.0000
2022-02-08T16:25:23.8589056-06:00,0.0000
2022-02-08T16:25:23.8983040-06:00,0.0000
2022-02-08T16:25:23.9384704-06:00,0.0000
2022-02-08T16:25:23.9785216-06:00,0.0000
2022-02-08T16:25:24.0182528-06:00,0.0000
2022-02-08T16:25:24.0583040-06:00,0.0000
2022-02-08T16:25:24.0986880-06:00,0.0000
2022-02-08T16:25:24.1386752-06:00,0.0000
2022-02-08T16:25:24.1781248-06:00,0.0000
