state3.2
"[114.6, 244.65]"
"[4993.1, 5175.7]"
"[6429.5, 6455.5]"
"[7029.0, 7167.4]"
"[12081.0, 12143.0]"
"[12828.0, 12875.0]"
"[15371.0, 15418.0]"
"[16170.0, 16234.0]"
"[17771.0, 17834.0]"
"[32719.0, 32823.0]"
"[33691.0, 33730.0]"
"[38638.0, 38762.0]"
"[39958.0, 39981.0]"
"[42205.0, 42235.0]"
"[43045.0, 43076.0]"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
