state1
187605.0
185380.0
186765.0
180905.0
185580.0
184070.0
183290.0
181190.0
179870.0
184315.0
178890.0
178260.0
176590.0
177960.0
182270.0
183955.0
178300.0
177730.0
168975.0
181740.0
169610.0
170225.0
177970.0
169990.0
179680.0
179500.0
177200.0
180375.0
179740.0
178500.0
178460.0
176480.0
177170.0
179730.0
180040.0
172720.0
168935.0
178835.0
185440.0
181200.0
175830.0
179710.0
176680.0
184020.0
179910.0
188185.0
185775.0
180330.0
180135.0
174510.0
189710.0
179105.0
178860.0
182845.0
185000.0
181310.0
187840.0
176205.0
178670.0
""
""
""
""
""
