state2.2
"[1334.1, 1433.1]"
"[1474.8, 1801.6]"
"[34630.0, 34870.0]"
"[35035.0, 35558.0]"
"[35787.0, 36426.0]"
"[36556.0, 36818.0]"
"[37199.0, 37406.0]"
"[37487.0, 37618.0]"
"[37704.0, 37931.0]"
"[38177.0, 38515.0]"
"[38648.0, 38711.0]"
"[39232.0, 39352.0]"
"[39629.0, 39671.0]"
"[39765.0, 39904.0]"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
