state3.2
"[2657.5, 2830.2]"
"[8397.4, 8439.9]"
"[9521.3, 9644.0]"
"[10620.0, 10699.0]"
"[11641.0, 11815.0]"
"[12716.0, 12812.0]"
"[15760.0, 15824.0]"
"[17705.0, 17775.0]"
"[18988.0, 19115.0]"
"[21933.0, 22019.0]"
"[22425.0, 22475.0]"
"[23053.0, 23084.0]"
"[23280.0, 23407.0]"
"[23909.0, 24079.0]"
"[25225.0, 25279.0]"
"[29172.0, 29216.0]"
"[29676.0, 29719.0]"
"[30420.0, 30464.0]"
"[30832.0, 30876.0]"
"[32716.0, 32808.0]"
"[33580.0, 33743.0]"
"[36921.0, 36992.0]"
"[37564.0, 37587.0]"
"[40833.0, 40872.0]"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
