state4.2
"[1708.0, 1790.5]"
"[2205.0, 2231.5]"
"[2313.1, 2346.8]"
"[2444.7, 2487.6]"
"[4124.6, 4230.5]"
"[7244.2, 7326.8]"
"[8481.4, 8623.0]"
"[9417.0, 9614.9]"
"[10308.0, 10375.0]"
"[12285.0, 12451.0]"
"[13325.0, 13440.0]"
"[14836.0, 14915.0]"
"[19684.0, 19856.0]"
"[22621.0, 22643.0]"
"[25595.0, 25745.0]"
"[26671.0, 26746.0]"
"[27194.0, 27294.0]"
"[28946.0, 29066.0]"
"[34220.0, 34243.0]"
"[35686.0, 35774.0]"
"[35818.0, 35890.0]"
"[37563.0, 37770.0]"
"[38019.0, 38069.0]"
"[38943.0, 39026.0]"
"[39899.0, 39922.0]"
"[40751.0, 40773.0]"
"[41067.0, 41173.0]"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
