state3.2
"[328.94, 455.42]"
"[3966.5, 4009.3]"
"[4866.6, 4913.5]"
"[5146.9, 5176.9]"
"[5413.8, 5501.1]"
"[7438.7, 7513.2]"
"[7990.7, 8048.8]"
"[11189.0, 11272.0]"
"[11705.0, 11824.0]"
"[13537.0, 13640.0]"
"[26844.0, 27015.0]"
"[27712.0, 27735.0]"
"[28657.0, 28736.0]"
"[29248.0, 29379.0]"
"[31821.0, 31939.0]"
"[32492.0, 32679.0]"
"[34144.0, 34164.0]"
"[37917.0, 37955.0]"
"[39008.0, 39055.0]"
"[39569.0, 39611.0]"
"[39892.0, 39931.0]"
"[42009.0, 42068.0]"
"[42328.0, 42359.0]"
"[42616.0, 42723.0]"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
