state3
4.265499999999999
4.257899999999999
4.2618
4.2448
4.271050000000001
4.2074
4.2558
4.2261500000000005
4.2538
4.2636
4.2713
4.2686
4.2911
4.3029
4.2608
4.2876
4.25115
4.2562999999999995
4.2822499999999994
4.2848
4.284549999999999
4.256
4.23855
4.2851
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
