state2.2
"[372.0, 862.13]"
"[1899.7, 1919.1]"
"[2387.9, 2830.5]"
"[2896.0, 3170.7]"
"[5249.1, 5363.4]"
"[7271.3, 8003.3]"
"[8745.0, 8851.1]"
"[9412.6, 9727.2]"
"[10580.0, 10839.0]"
"[11015.0, 11347.0]"
"[11396.0, 11608.0]"
"[12024.0, 12135.0]"
"[12380.0, 12524.0]"
"[12568.0, 12680.0]"
"[12736.0, 12868.0]"
"[12916.0, 13300.0]"
"[13968.0, 14278.0]"
"[15241.0, 15351.0]"
"[15589.0, 15983.0]"
"[16572.0, 16827.0]"
"[17317.0, 17576.0]"
"[17868.0, 17928.0]"
"[18260.0, 18355.0]"
"[18701.0, 19035.0]"
"[19305.0, 19539.0]"
"[19601.0, 19747.0]"
"[19916.0, 19932.0]"
"[20009.0, 20179.0]"
"[20268.0, 20423.0]"
"[20529.0, 20715.0]"
"[20844.0, 21362.0]"
"[21604.0, 22107.0]"
"[22265.0, 22484.0]"
"[27690.0, 27782.0]"
"[29190.0, 29493.0]"
"[29603.0, 30625.0]"
"[30723.0, 30838.0]"
"[31110.0, 31666.0]"
"[31726.0, 31761.0]"
"[32031.0, 32589.0]"
"[32779.0, 33098.0]"
"[33275.0, 33647.0]"
"[33824.0, 34091.0]"
"[34728.0, 34935.0]"
"[35104.0, 35259.0]"
"[35316.0, 35475.0]"
"[35712.0, 36047.0]"
"[36104.0, 36182.0]"
"[36248.0, 36395.0]"
"[36652.0, 37201.0]"
"[37267.0, 37334.0]"
"[40238.0, 40254.0]"
"[41576.0, 41831.0]"
"[42266.0, 42762.0]"
"[42807.0, 43188.0]"
""
""
""
