,NaN,NaN
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,,
1610_1,4.15920,4.23540
1610_2,4.16140,4.24130
1610_2,4.15720,4.23620
1610_2,4.15825,4.23030
1610_2,4.16960,4.23185
1610_2,4.15480,4.21260
1610_2,4.15315,4.26560
1610_2,4.14270,4.26170
1610_2,4.14760,4.25305
1610_2,4.14770,4.25360
1610_2,4.15005,
1610_2,4.15440,
1610_2,4.14580,
1610_2,4.14920,
1610_2,4.15210,
1610_2,4.16840,
1610_2,4.15235,
1610_2,4.15485,
1610_2,4.15440,
1610_2,4.15925,
1610_2,4.15530,
1610_2,4.16310,
1610_2,4.14335,
1610_2,4.16430,
1610_2,4.18595,
1610_2,4.19190,
1610_2,4.18400,
1610_2,4.18800,
1610_2,4.18030,
1610_2,4.18550,
1610_2,4.18230,
1610_2,4.19070,
1610_2,4.18640,
1610_2,4.18650,
1610_2,4.18040,
1610_2,4.18160,
1610_2,4.18190,
1610_2,4.18425,
1610_2,4.18450,
1610_2,4.17185,
1610_2,4.16490,
1610_2,4.18850,
1610_2,4.19760,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,,
1610_2,4.12770,4.21965
1610_3,4.14370,4.19590
1610_3,4.15480,4.23790
1610_3,4.11965,4.24600
1610_3,4.13040,4.22190
1610_3,4.11840,
1610_3,4.12315,
1610_3,4.15010,
1610_3,4.14265,
1610_3,4.10745,
1610_3,4.13250,
1610_3,4.11700,
1610_3,4.11330,
1610_3,4.16095,
1610_3,4.17060,
1610_3,4.16100,
1610_3,4.16990,
1610_3,4.17625,
1610_3,4.18020,
1610_3,4.17760,
1610_3,4.12810,
1610_3,4.13540,
1610_3,4.14590,
1610_3,4.16160,
1610_3,4.14965,
1610_3,4.16580,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,,
1610_3,4.11690,4.17040
1611_1,4.12300,4.19920
1611_1,4.13070,4.20280
1611_1,4.13800,4.20710
1611_1,4.13680,4.20850
1611_1,4.14130,4.21100
1611_1,4.13005,4.21260
1611_1,4.14120,4.19435
1611_1,4.14130,4.20615
1611_1,4.14360,4.21250
1611_1,4.14160,4.21200
1611_1,4.14010,
1611_1,4.13270,
1611_1,4.13175,
1611_1,4.14320,
1611_1,4.14830,
1611_1,4.14760,
1611_1,4.26180,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,,
1611_1,4.16720,4.24365
1611_2,4.17110,4.25335
1611_2,4.19160,4.27220
1611_2,4.20220,4.24510
1611_2,4.20440,4.26700
1611_2,4.19530,4.27940
1611_2,4.18060,4.27570
1611_2,4.18885,4.26890
1611_2,4.19430,4.28915
1611_2,4.20790,4.28120
1611_2,4.21420,4.27915
1611_2,4.19290,4.26600
1611_2,4.20320,
1611_2,4.21850,
1611_2,4.21580,
1611_2,4.21790,
1611_2,4.19085,
1611_2,4.20080,
1611_2,4.20690,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,,
1611_2,4.13420,4.18810
1611_3,4.13120,4.21800
1611_3,4.13820,4.20875
1611_3,4.14390,4.22750
1611_3,4.14920,4.23290
1611_3,4.15450,4.24930
1611_3,4.14995,4.24565
1611_3,4.15340,4.23235
1611_3,4.13550,4.24760
1611_3,4.13095,4.22670
1611_3,4.12010,4.24300
1611_3,4.15455,4.24430
1611_3,4.14850,4.21100
1611_3,4.13965,4.23170
1611_3,4.15145,4.23840
1611_3,4.16440,4.23620
1611_3,4.16225,4.24410
1611_3,4.17220,4.24700
1611_3,4.17980,4.24805
1611_3,4.17695,4.20880
1611_3,4.17680,4.22700
1611_3,4.17790,4.23210
1611_3,4.16820,
1611_3,4.16880,
1611_3,4.17320,
1611_3,4.17740,
1611_3,4.17280,
1611_3,4.17610,
1611_3,4.17960,
1611_3,4.18110,
1611_3,4.17735,
1611_3,4.17770,
1611_3,4.18180,
1611_3,4.14130,
1611_3,4.15450,
1611_3,4.15440,
1611_3,4.17025,
1611_3,4.17640,
1611_3,4.17330,
1611_3,4.18475,
1611_3,4.17590,
1611_3,4.17610,
1611_3,4.17890,
1611_3,4.17635,
1611_3,4.17900,
1611_3,4.17670,
1611_3,4.14700,
1611_3,4.14530,
1611_3,4.15625,
1611_3,4.16690,
1611_3,4.16735,
1611_3,4.17305,
1611_3,4.16935,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1611_3,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,,
1612_1,4.21710,4.27600
1612_2,4.19640,4.28380
1612_2,4.19575,4.27410
1612_2,4.19400,4.29240
1612_2,4.17070,4.26380
1612_2,4.18780,4.28400
1612_2,4.20190,4.29140
1612_2,4.20820,4.28020
1612_2,4.19720,4.28590
1612_2,4.19840,
1612_2,4.20680,
1612_2,4.21870,
1612_2,4.21125,
1612_2,4.21455,
1612_2,4.17560,
1612_2,4.19240,
1612_2,4.19520,
1612_2,4.20400,
1612_2,4.21360,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,,
1612_2,4.22730,4.27260
1612_3,4.22950,4.26990
1612_3,4.22740,4.27820
1612_3,4.23080,4.28215
1612_3,4.23170,4.28820
1612_3,4.21450,4.29800
1612_3,4.21935,4.29720
1612_3,4.22405,4.28115
1612_3,4.21240,4.30090
1612_3,4.22380,4.30210
1612_3,4.22720,4.29935
1612_3,4.23010,4.30880
1612_3,4.23810,4.27440
1612_3,4.24360,4.28700
1612_3,4.24865,4.28920
1612_3,4.24695,4.28780
1612_3,4.24910,4.28615
1612_3,4.24945,4.29655
1612_3,4.24985,4.27990
1612_3,4.25550,
1612_3,4.26130,
1612_3,4.25730,
1612_3,4.25790,
1612_3,4.25640,
1612_3,4.26000,
1612_3,4.25675,
1612_3,4.26100,
1612_3,4.22575,
1612_3,4.22440,
1612_3,4.23180,
1612_3,4.23940,
1612_3,4.24300,
1612_3,4.25030,
1612_3,4.25600,
1612_3,4.25320,
1612_3,4.25405,
1612_3,4.25440,
1612_3,4.25290,
1612_3,4.25290,
1612_3,4.25410,
1612_3,4.25380,
1612_3,4.22040,
1612_3,4.22045,
1612_3,4.22990,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,,
1612_3,4.12145,4.20355
1626_1,4.12480,4.16595
1626_1,4.12300,4.20305
1626_1,4.12670,4.19030
1626_1,4.11840,4.18930
1626_1,4.12080,4.20500
1626_1,4.13460,4.21930
1626_1,4.12040,4.22520
1626_1,4.12445,4.22100
1626_1,4.12505,4.21010
1626_1,4.12975,4.22440
1626_1,4.11455,4.22700
1626_1,4.12160,4.22200
1626_1,4.12480,4.22300
1626_1,4.11200,4.21230
1626_1,4.12280,4.18880
1626_1,4.12680,4.21850
1626_1,4.12065,4.21455
1626_1,4.12920,4.22220
1626_1,4.13205,4.19425
1626_1,4.13925,
1626_1,4.13705,
1626_1,4.13500,
1626_1,4.12630,
1626_1,4.12350,
1626_1,4.13480,
1626_1,4.14075,
1626_1,4.14290,
1626_1,4.14620,
1626_1,4.14145,
1626_1,4.15195,
1626_1,4.13930,
1626_1,4.13850,
1626_1,4.13830,
1626_1,4.13860,
1626_1,4.13880,
1626_1,4.12370,
1626_1,4.13580,
1626_1,4.13490,
1626_1,4.13420,
1626_1,4.13490,
1626_1,4.13455,
1626_1,4.13790,
1626_1,4.14230,
1626_1,4.14650,
1626_1,4.14250,
1626_1,4.15050,
1626_1,4.14985,
1626_1,4.15065,
1626_1,4.14715,
1626_1,4.15600,
1626_1,4.12890,
1626_1,4.12765,
1626_1,4.14020,
1626_1,4.13880,
1626_1,4.14020,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,,
1626_1,4.16270,4.24810
1626_2,4.17770,4.27475
1626_2,4.18710,4.33520
1626_2,4.17020,4.30950
1626_2,4.18870,4.30125
1626_2,4.21415,4.31840
1626_2,4.22955,4.30730
1626_2,4.24400,4.34750
1626_2,4.21460,
1626_2,4.22195,
1626_2,4.22650,
1626_2,4.23040,
1626_2,4.23095,
1626_2,4.23690,
1626_2,4.18325,
1626_2,4.21960,
1626_2,4.24775,
1626_2,4.26290,
1626_2,4.19740,
1626_2,4.21530,
1626_2,4.23170,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,,
1626_2,4.14235,4.22410
1626_3,4.14755,4.20640
1626_3,4.13710,4.20740
1626_3,4.14530,4.20280
1626_3,4.13630,4.20950
1626_3,4.14360,4.19405
1626_3,4.12840,4.20295
1626_3,4.13365,4.20570
1626_3,4.13500,4.22230
1626_3,4.12970,4.22400
1626_3,4.13395,4.20460
1626_3,4.12250,4.21140
1626_3,4.13075,4.22010
1626_3,4.12990,4.21580
1626_3,4.12840,4.22010
1626_3,4.13325,4.21720
1626_3,4.13070,4.21720
1626_3,4.13220,4.20070
1626_3,4.14100,4.22430
1626_3,4.15000,4.20745
1626_3,4.14715,
1626_3,4.14470,
1626_3,4.15350,
1626_3,4.14090,
1626_3,4.14740,
1626_3,4.15120,
