Resting,Running
3.381240,3.374030
3.370785,3.382400
3.366870,3.386460
3.359900,3.373180
3.329150,3.364570
3.324650,3.322320
3.316960,3.308040
3.263150,3.296890
,3.275320
,3.303820
,3.273620
,3.278250
,3.280880
