0.000,4.19313687248298,4.23794334847879,4.23725305363722,4.17921271184097,4.14601768746668,,,,,,,,,,,,,,,
0.001,4.19366136004158,4.23593546460174,4.23671044509653,4.17514807072043,4.14641256263309,,,,,,,,,,,,,,,
0.010,4.20120992478151,4.23913177674040,4.23728070842658,4.18542916240947,4.14757419181954,,,,,,,,,,,,,,,
0.100,4.21942110258248,4.25112373630569,4.26078714265034,4.20016380887129,4.15038268024326,,,,,,,,,,,,,,,
0.500,4.29639787106946,4.28372332703342,4.29430292628925,4.23380830719627,4.20242848018378,,,,,,,,,,,,,,,
1.000,4.29369347918407,4.31646201495550,4.34425099682993,4.27275346665006,4.23778050939426,,,,,,,,,,,,,,,
5.000,4.36371022373913,4.37324775270823,4.39391796492128,4.35371283434491,4.31498859392726,,,,,,,,,,,,,,,
10.000,4.39167005550312,4.38790140750388,4.41334390516762,4.37784224496885,4.32137144117029,,,,,,,,,,,,,,,
50.000,4.41955821912836,4.41047436822119,4.43169018432455,4.39947993388968,4.36497126753748,,,,,,,,,,,,,,,
100.000,4.42668579219752,4.41221375804542,4.43699099888702,4.40158180928687,4.38006540330723,,,,,,,,,,,,,,,
