,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
,20220518_AchsensorHEK002_laser,20220518_AchsensorHEK002_laser,20220518_AchsensorHEK002_laser,,,20221024_AchsensorHEK002_laser,20221024_AchsensorHEK002_laser,20221024_AchsensorHEK002_laser,,,20221024_AchsensorHEK003_laser,20221024_AchsensorHEK003_laser,20221024_AchsensorHEK003_laser,20221024_AchsensorHEK003_laser,,20220518_AchsensorHEK002_laser,20220518_AchsensorHEK002_laser,20220518_AchsensorHEK002_laser,,,20221024_AchsensorHEK002_laser,20221024_AchsensorHEK002_laser,20221024_AchsensorHEK002_laser,,,20221024_AchsensorHEK003_laser,20221024_AchsensorHEK003_laser,20221024_AchsensorHEK003_laser,20221024_AchsensorHEK003_laser,
Baseline,-0.07070689999183,-0.06979419722144,-0.08426039934873,,,0.15686228690973,0.06674530803042,0.03500289054683,,,0.11219157220216,0.02372288655926,0.14112287791773,0.13903402031507,,0.11059236924811,0.16540746390775,0.09499830126519,,,0.19626237547730,0.07079348401682,0.03110605263758,,,0.12640316495885,0.04884399856319,0.15063338229685,0.17249056165691,
ACh,1.44505928574213,1.90068133555426,1.49421280344325,,,3.20927125086198,4.09210756463129,2.46183860470482,,,3.61540764845160,3.10349259093472,4.43793764998469,3.52335935743553,,0.84760152752409,1.03899830104227,0.80763286440623,,,2.98346233081377,3.62456531285853,2.35991842295727,,,3.32894021356015,2.77481207759675,4.06344758355862,3.13788894394893,
