Baseline,ACh
67.89062500000000,76.33627880000000
47.22643820000000,116.38921800000000
92.79730940000000,81.37946600000000
75.29309230000000,89.84156980000000
61.82882170000000,37.26657460000000
48.28023600000000,77.97205350000000
98.43139470000000,106.08885900000000
47.46520620000000,73.00117030000000
69.04858300000000,46.09526260000000
87.30922690000000,77.27272730000000
94.79980560000000,46.82655040000000
78.07683220000000,33.90582960000000
67.98973770000000,36.57551830000000
56.03025350000000,55.59949940000000
8.32388664000000,61.25593470000000
75.63614460000000,65.64679580000000
78.73015870000000,56.55337520000000
27.26265520000000,77.93872710000000
33.26724140000000,42.93270660000000
14.69210530000000,33.47687400000000
35.63437140000000,20.35799700000000
16.76623380000000,30.83805920000000
64.70056180000000,74.14565000000000
19.67154470000000,84.71460670000000
83.78962260000000,26.12195120000000
52.50923480000000,39.94685040000000
108.91566300000000,68.93220340000000
57.65562910000000,65.30769230000000
14.91603880000000,101.21278900000000
35.28125000000000,50.28432960000000
24.73983740000000,84.61205670000000
30.26033460000000,141.23344900000000
14.43206260000000,160.92085300000000
18.35424990000000,82.71569430000000
29.64892970000000,69.02042800000000
12.83171520000000,115.81878700000000
44.23412700000000,99.88095240000000
57.59031410000000,68.20428890000000
33.75642590000000,71.03848270000000
18.67280450000000,50.37478990000000
22.26174500000000,71.96242770000000
89.54873100000000,114.49675000000000
92.18008780000000,71.41516250000000
34.33878970000000,61.57244400000000
28.04049590000000,36.76339650000000
34.10817310000000,53.00417100000000
49.84615380000000,50.75276750000000
30.77661430000000,59.44508670000000
11.80518230000000,78.26644740000000
78.37674420000000,102.50235100000000
42.57116790000000,67.10478650000000
24.20898100000000,79.08482140000000
62.94962220000000,67.62340810000000
41.41432230000000,52.40849060000000
35.53319060000000,95.82045090000000
45.01185770000000,73.65217390000000
23.25630250000000,42.78019320000000
27.74686190000000,52.58638740000000
32.33479530000000,57.90796960000000
45.74436740000000,45.43656210000000
36.54457830000000,48.65522460000000
43.61594200000000,56.87394960000000
15.04033690000000,44.28296440000000
66.74333090000000,24.06907220000000
94.29375760000000,44.45627980000000
44.57122910000000,51.91902440000000
56.69066030000000,127.97322700000000
23.63759090000000,94.13818180000000
33.44724620000000,42.20442710000000
45.46299210000000,65.10348530000000
52.35832410000000,102.55493500000000
12.58792370000000,70.50045750000000
42.76280830000000,121.00808900000000
32.95105670000000,88.47323340000000
42.41600580000000,78.61127820000000
36.57125080000000,122.15719100000000
66.63731060000000,172.27962400000000
,49.48715680000000
,86.48363930000000
,117.71507800000000
,43.68965520000000
,70.03723400000000
,79.37106020000000
,34.94101880000000
,107.25697700000000
,157.56974200000000
,96.25032940000000
,42.91043310000000
,56.94042550000000
,106.98095200000000
,71.72404370000000
,21.44391410000000
,20.03338170000000
,64.57554950000000
,21.84521580000000
,51.18349300000000
,112.91207600000000
,71.77876110000000
,66.75965380000000
