Resting,Running
4.18046708971297,4.24072917448557
4.18227102308991,4.24091278398445
4.18422598860103,4.24480085436269
4.18697555094789,4.24897677716559
4.18991385500553,4.25006911491485
4.19371771722840,4.25451125522909
4.19158375246717,4.26069430514081
4.19044778384877,4.26086421348564
4.19601241531301,4.25384440511429
4.19342338201679,4.25201767227872
4.19086582074747,4.25869296535157
4.19645255797488,4.25018318883716
4.19618654334755,4.25490848890694
4.19845522477789,4.26767090187424
4.20626965139158,4.26445774441652
4.20259789212564,4.26220963120975
4.19537014502576,4.26317513049853
4.19422333359904,4.25977191063170
4.20459396632657,4.25217403985341
4.20330641902225,4.25115277879385
4.20236564580365,4.25300191274982
4.19448263937216,4.25474658521167
4.19491784595034,4.25905230603218
4.20275071192743,4.24854578605312
4.19774620638180,4.23093486651334
4.19396999393023,4.23057073824981
4.20516076849286,4.23621900007444
4.19607480454354,4.24473413217544
4.19196268765855,4.25081878338243
4.19511771599643,4.24344800265044
4.18732673963483,4.23336064060194
4.18940268530810,4.23937131573687
4.18176451155959,4.24154789643682
4.20490657390604,4.24621535434767
4.19839769334475,4.25080371326541
4.16814266012422,4.25040765653828
4.16807295229392,4.23631498708406
4.17768139282717,4.24569952474409
4.17116092493378,4.25282510052933
4.17590891686068,4.24931119989650
4.17952026628631,4.24446296401523
4.17684380400507,4.25292546713297
4.17894045840029,4.23982659556395
4.17006480999740,4.25257711945668
4.17234588197614,4.23766320152186
4.16259025576211,4.23673722220130
4.17087280514793,4.23380130604013
4.17075150456911,4.24779423838128
4.16968918731751,4.24469971136626
4.16725418170092,4.23907149614166
4.17418215604154,4.24871898350737
4.16774963320512,4.25176076184177
4.17185221807961,4.24902189690726
4.18521193310031,4.25597011935755
4.18268036280201,4.26803043550823
4.18135179568333,4.25086475500558
4.18100558749456,4.24784317778811
4.16957530191155,4.25588092692967
4.18447818264927,4.26504774257009
4.18387547061393,4.26399943201728
4.18372017974242,4.27691203184508
4.19623831781742,4.25391793867060
4.19767576205686,4.25828513658457
4.19058764562605,4.27122980415347
4.19137221585934,4.28238482760789
4.18847540667512,4.27030917812338
4.18776614603133,4.27201011782020
4.19273315648845,4.27925901524151
4.18113469792449,4.27498101824236
4.18208997379166,4.28179422620917
4.19357096418457,4.27388628862840
4.18640516564379,4.27621224986616
4.18023367224778,4.27934051409854
4.19831767701692,4.27649626783482
4.18350447380427,4.27447611964942
4.17887699996208,4.28462283403374
4.17565543828011,4.27851820918372
4.18337974251356,4.28042368255381
4.22386795706592,4.27926384295712
4.19597635970680,4.28010319829904
4.18133891558240,4.28234441097577
4.18563440288335,4.27533350457547
4.17530486518976,4.28104067562986
4.18190197999747,4.27904067185880
4.25114000288929,4.28301316417983
4.25215994834347,4.27805782032836
4.19691767433982,4.27825163637143
4.19416190516184,4.27712844082639
4.19302333191302,4.28472014300408
4.19745505305257,4.28821004324110
4.20209011356813,4.28347437180691
4.20174493283487,4.28938600484706
4.19722060730599,4.28513657419827
4.19510470700269,4.23017583237596
4.19633239568710,4.22944805278388
4.19822056427037,4.23444715375082
4.20035720723514,4.24374540190981
4.19853548166441,4.23210475650644
4.19784274844601,4.23061359442000
4.19630290870266,4.23479374425649
4.19069609371983,4.24629614821154
4.19816698172799,4.24369141926986
4.20752944766569,4.24055390034886
4.20261728721398,4.22955716462883
4.19739064286396,4.24053128985568
4.19273646937984,4.22917369755998
4.20019262422402,4.24345505870351
4.19411407981022,4.24232123230544
4.20910076390148,4.23754740540295
4.20845611961042,4.24416756216480
4.20926340647113,4.23142277289586
