Resting,Running
4.20359797583450,4.23312338424509
4.20548635764372,4.23831094941329
4.19896577204179,4.22680417764637
4.20469598820612,4.22567694799755
4.20740756410730,4.23764306298942
4.20499221013483,4.24231483944130
4.20401569206303,4.24744802352705
4.20498080093454,4.29581419752073
4.20083025480851,4.28858253231572
4.20785547763047,4.28787553890045
4.20232636047347,4.28249552020912
4.19677323452570,4.28696061742816
4.20373018934574,4.28754076050755
4.21138257814635,4.29267605544906
4.20824678790619,4.29352835356378
4.20303557896242,4.29866470342369
4.20806836116835,4.29727127389127
4.20948544030492,4.29427100498791
4.20348900371976,4.29620915704650
4.21502203162465,4.30273004839106
4.21519782670149,4.29447890390813
4.21088276750302,4.30095367314882
4.20846733733486,4.29014038826783
4.20914757991832,4.29214438907450
4.20896297448201,4.29454863223098
4.20619834789037,4.29699607283127
4.21165888187657,4.29807799152338
4.20243330956109,4.29996448817369
4.20787128085786,4.29619760133468
4.20955988873160,4.30631489382229
4.20238936239427,4.32487198109862
4.20422420657468,4.28294586788336
4.20009855534073,4.29042502778696
4.20129117973104,4.28925142114476
4.24081425548187,4.28824315905958
4.25684363605002,4.28291726878471
4.15418734353476,4.28513279416888
4.15530650742654,4.29340919997340
4.16352129787473,4.28816779172787
4.16104232817857,4.30428070786358
4.17261139003732,4.29878444890514
4.16987139619165,4.30135253790120
4.22064476436850,4.30792197867672
4.21760837337561,4.30136990790311
4.22998882739532,4.29962009445310
4.23748764292582,4.29541408226734
4.22506417603721,4.29767779354804
4.22483647793626,4.30010507021657
4.22343315362516,4.24893006823925
4.22222400102268,4.24919351485475
4.22768359694424,4.25772178684633
4.24435706737843,4.26298182308621
4.21484055970005,4.27238324953542
4.21376952184474,4.26057970466421
4.21349011464968,4.26440607537475
4.21564128675163,4.26028095655994
4.21053207542946,4.26660573864860
4.21872357987800,4.25774106046488
4.21858659018137,4.25822717402596
4.21922766056919,4.26022321066164
4.22392574698168,4.26464600057157
4.22186442998641,4.25983715865967
4.22239138466044,4.26632658936235
4.22158935476936,4.26422696218803
4.21445272706067,4.26274075858217
4.21808264888856,4.26921408873018
4.22933050737482,4.26617307739863
4.23229943541380,4.26033421231995
4.23206762777780,4.26524269302272
4.23545029321699,4.26462286023461
4.24082391907576,4.25981062717240
4.23019764427851,4.26233445644693
4.23105582237541,4.25804853862409
4.18721886784421,4.25719182236532
4.18761234252650,4.25486708012750
4.18685281045765,4.25789974010139
4.18978659583116,4.24713027382032
4.19153050876607,4.25287479236341
4.19101868073672,4.29630587318225
4.19135893938387,4.30190759339394
4.18595652802970,4.31027470066977
4.19350839004549,4.30886231614775
4.19298708493531,4.29920800580531
4.19119130285286,4.29125797513810
4.23222610581090,4.28107849152510
4.23187769007825,4.27782353473742
4.23011676850401,4.30382249174519
4.23244919449816,4.30267833493902
4.22979929591160,4.29655654015297
4.22571889335808,4.30244222145585
4.21367935753565,4.31035237162151
4.20538195488479,4.30774419579863
4.21548043769244,4.29777879991170
4.21136085358955,4.30324914434926
4.20791447222949,4.29580525327912
4.21752122923837,4.29830746104140
4.21531272043784,4.28504878828997
4.21372958462857,4.29965105545260
4.21181566712473,4.29841225455274
4.20929786453163,4.30476244036885
4.20788881182098,4.31066937599856
4.20630491628342,4.31838642098125
4.20792569624426,4.31083823166660
4.20921800627478,4.31353228597045
4.21054367687538,4.29571498974271
4.20478435334682,4.27483618350746
4.21337363456451,4.28984497803251
4.20320458423274,4.28549204214653
4.21148405589790,4.28266576980053
4.20497946211468,4.27711532184911
4.20491650422392,4.28650818062930
4.19664886790223,4.28564697128150
4.21220990894245,4.28487820349315
4.20291163853538,4.27521838974914
4.20377607941490,4.27480676279612
,4.27555552499080
,4.27592501523295
,4.27564847016599
,4.27258267023001
,4.27474447408675
,4.27826056293418
,4.27675747643453
