Resting,Running
4.15348923766333,4.14421580480547
4.15467362595603,4.15280960918904
4.15315779845879,4.14670434360483
4.15249444953007,4.14832412949667
4.15600333062501,4.15598878092261
4.15543505896800,4.15081461796962
4.15751145753106,4.15387073532387
4.14721186227980,4.15714212145550
,4.14816483816261
,4.15237430056487
,4.13494407711839
,4.13649976125845
,4.15051850090867
