state3.2
"[3963.2, 4065.6]"
"[9589.8, 9664.2]"
"[10374.0, 10461.0]"
"[34127.0, 34219.0]"
"[35491.0, 35597.0]"
"[35990.0, 36133.0]"
"[36727.0, 36800.0]"
"[41254.0, 41305.0]"
"[41655.0, 41678.0]"
"[42389.0, 42416.0]"
"[42597.0, 42644.0]"
"[42885.0, 42956.0]"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
