state3.2
"[12007.0, 12086.0]"
"[18115.0, 18222.0]"
"[31823.0, 32005.0]"
"[33959.0, 34070.0]"
"[39694.0, 39781.0]"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
