state4.2
"[655.01, 673.37]"
"[1222.2, 1281.4]"
"[2998.6, 3057.1]"
"[6153.8, 6217.2]"
"[6774.7, 7012.9]"
"[7826.3, 7921.1]"
"[10443.0, 10481.0]"
"[13429.0, 13572.0]"
"[17718.0, 17942.0]"
"[18893.0, 18969.0]"
"[19054.0, 19121.0]"
"[19806.0, 19997.0]"
"[21162.0, 21577.0]"
"[21730.0, 21753.0]"
"[21913.0, 22025.0]"
"[27153.0, 27387.0]"
"[27481.0, 27507.0]"
"[29989.0, 30064.0]"
"[31768.0, 32051.0]"
"[32280.0, 32511.0]"
"[36924.0, 36979.0]"
"[38048.0, 38351.0]"
"[38497.0, 38699.0]"
"[39412.0, 39551.0]"
"[39921.0, 40128.0]"
"[40472.0, 40508.0]"
"[42844.0, 42871.0]"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
