state4
4.1202
4.1269
4.1245
4.1176
4.1146
4.1131
4.1135
4.11415
4.1118
4.1136
4.1108
4.11085
4.11575
4.10695
4.1135
4.1134
4.1168
4.12975
4.12895
4.1303
4.1274
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
