state3.2
"[27946.0, 28098.0]"
"[28835.0, 28994.0]"
"[33486.0, 33541.0]"
"[33999.0, 34117.0]"
"[34887.0, 34953.0]"
"[35627.0, 35685.0]"
"[35926.0, 36018.0]"
"[36574.0, 36592.0]"
"[36763.0, 36801.0]"
"[37406.0, 37429.0]"
"[42346.0, 42369.0]"
"[42694.0, 42762.0]"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
