Timestamp,Speed
2022-03-31T12:30:43.8741632-05:00,0.0000
2022-03-31T12:30:43.8977664-05:00,2.2266
2022-03-31T12:30:43.9080192-05:00,2.2266
2022-03-31T12:30:43.9211008-05:00,0.0000
2022-03-31T12:30:43.9536896-05:00,0.0000
2022-03-31T12:30:43.9939200-05:00,0.0000
2022-03-31T12:30:44.0352768-05:00,0.0000
2022-03-31T12:30:44.0736000-05:00,0.0000
2022-03-31T12:30:44.1146240-05:00,0.0000
2022-03-31T12:30:44.1535744-05:00,0.0000
2022-03-31T12:30:44.1944448-05:00,0.0000
2022-03-31T12:30:44.2336640-05:00,0.0000
2022-03-31T12:30:44.2739200-05:00,0.0000
2022-03-31T12:30:44.3139584-05:00,0.0000
2022-03-31T12:30:44.3544064-05:00,0.0000
2022-03-31T12:30:44.3938688-05:00,0.0000
2022-03-31T12:30:44.4339840-05:00,0.0000
2022-03-31T12:30:44.4745088-05:00,0.0000
2022-03-31T12:30:44.5138560-05:00,0.0000
2022-03-31T12:30:44.5634304-05:00,0.0000
2022-03-31T12:30:44.5937792-05:00,0.0000
2022-03-31T12:30:44.6336000-05:00,0.0000
2022-03-31T12:30:44.6741632-05:00,0.0000
2022-03-31T12:30:44.7136128-05:00,0.0000
2022-03-31T12:30:44.7536640-05:00,0.0000
2022-03-31T12:30:44.7939328-05:00,0.0000
2022-03-31T12:30:44.8336000-05:00,0.0000
2022-03-31T12:30:44.8735744-05:00,0.0000
2022-03-31T12:30:44.9146752-05:00,0.0000
2022-03-31T12:30:44.9541120-05:00,0.0000
2022-03-31T12:30:44.9936512-05:00,0.0000
2022-03-31T12:30:45.0335872-05:00,0.0000
2022-03-31T12:30:45.0744064-05:00,0.0000
2022-03-31T12:30:45.1140224-05:00,0.0000
2022-03-31T12:30:45.1536768-05:00,0.0000
2022-03-31T12:30:45.1936000-05:00,0.0000
2022-03-31T12:30:45.2346496-05:00,0.0000
2022-03-31T12:30:45.2739840-05:00,0.0000
2022-03-31T12:30:45.3138944-05:00,0.0000
2022-03-31T12:30:45.3536384-05:00,0.0000
2022-03-31T12:30:45.3939584-05:00,0.0000
2022-03-31T12:30:45.4340992-05:00,0.0000
2022-03-31T12:30:45.4744576-05:00,0.0000
2022-03-31T12:30:45.5136256-05:00,0.0000
2022-03-31T12:30:45.5538816-05:00,0.0000
2022-03-31T12:30:45.5937792-05:00,0.0000
2022-03-31T12:30:45.6347648-05:00,0.0000
2022-03-31T12:30:45.6736384-05:00,0.0000
2022-03-31T12:30:45.7145472-05:00,0.0000
2022-03-31T12:30:45.7536768-05:00,0.0000
2022-03-31T12:30:45.7945728-05:00,0.0000
2022-03-31T12:30:45.8340224-05:00,0.0000
2022-03-31T12:30:45.8755840-05:00,0.0000
2022-03-31T12:30:45.9136384-05:00,0.0000
2022-03-31T12:30:45.9547520-05:00,0.0000
2022-03-31T12:30:45.9937024-05:00,0.0000
2022-03-31T12:30:46.0339968-05:00,0.0000
2022-03-31T12:30:46.0737664-05:00,0.0000
2022-03-31T12:30:46.1136640-05:00,0.0000
2022-03-31T12:30:46.1536640-05:00,0.0000
2022-03-31T12:30:46.1960576-05:00,0.0000
2022-03-31T12:30:46.2336384-05:00,0.0000
2022-03-31T12:30:46.2742144-05:00,0.0000
2022-03-31T12:30:46.3150592-05:00,0.0000
2022-03-31T12:30:46.3540864-05:00,0.0000
2022-03-31T12:30:46.3936896-05:00,0.0000
2022-03-31T12:30:46.4336896-05:00,0.0000
2022-03-31T12:30:46.4745088-05:00,0.0000
2022-03-31T12:30:46.5143552-05:00,0.0000
2022-03-31T12:30:46.5536896-05:00,0.0000
2022-03-31T12:30:46.5937152-05:00,0.0000
2022-03-31T12:30:46.6342144-05:00,0.0000
2022-03-31T12:30:46.6742272-05:00,0.0000
2022-03-31T12:30:46.7139840-05:00,0.0000
2022-03-31T12:30:46.7536768-05:00,0.0000
2022-03-31T12:30:46.7941632-05:00,0.0000
2022-03-31T12:30:46.8342016-05:00,0.0000
2022-03-31T12:30:46.8736896-05:00,0.0000
2022-03-31T12:30:46.9136768-05:00,0.0000
2022-03-31T12:30:46.9554944-05:00,0.0000
2022-03-31T12:30:46.9944192-05:00,0.0000
2022-03-31T12:30:47.0345728-05:00,0.0000
2022-03-31T12:30:47.0736896-05:00,0.0000
2022-03-31T12:30:47.1148800-05:00,0.0000
2022-03-31T12:30:47.1537152-05:00,0.0000
2022-03-31T12:30:47.1940864-05:00,0.0000
2022-03-31T12:30:47.2338432-05:00,0.0000
2022-03-31T12:30:47.2742400-05:00,0.0000
2022-03-31T12:30:47.3137536-05:00,0.0000
2022-03-31T12:30:47.3548544-05:00,0.0000
2022-03-31T12:30:47.3939968-05:00,0.0000
2022-03-31T12:30:47.4349440-05:00,0.0000
2022-03-31T12:30:47.4737408-05:00,0.0000
2022-03-31T12:30:47.5150848-05:00,0.0000
2022-03-31T12:30:47.5537152-05:00,0.0000
2022-03-31T12:30:47.5945984-05:00,0.0000
2022-03-31T12:30:47.6340096-05:00,0.0000
2022-03-31T12:30:47.6746240-05:00,0.0000
2022-03-31T12:30:47.7138688-05:00,0.0000
2022-03-31T12:30:47.7546112-05:00,0.0000
2022-03-31T12:30:47.7939712-05:00,0.0000
2022-03-31T12:30:47.8337536-05:00,0.0000
2022-03-31T12:30:47.8737280-05:00,0.0000
2022-03-31T12:30:47.9147648-05:00,0.0000
2022-03-31T12:30:47.9540992-05:00,0.0000
2022-03-31T12:30:47.9937408-05:00,0.0000
2022-03-31T12:30:48.0347904-05:00,0.0000
2022-03-31T12:30:48.0737536-05:00,0.0000
2022-03-31T12:30:48.1235840-05:00,0.0000
2022-03-31T12:30:48.1540480-05:00,0.0000
2022-03-31T12:30:48.1956480-05:00,0.0000
2022-03-31T12:30:48.2338816-05:00,0.0000
2022-03-31T12:30:48.2746496-05:00,0.0000
2022-03-31T12:30:48.3140480-05:00,0.0000
2022-03-31T12:30:48.3549440-05:00,0.0000
2022-03-31T12:30:48.3959040-05:00,0.0000
2022-03-31T12:30:48.4340352-05:00,0.0000
2022-03-31T12:30:48.4737664-05:00,0.0000
2022-03-31T12:30:48.5144832-05:00,0.0000
2022-03-31T12:30:48.5537792-05:00,0.0000
2022-03-31T12:30:48.5938048-05:00,0.0000
2022-03-31T12:30:48.6345728-05:00,0.0000
2022-03-31T12:30:48.6742272-05:00,0.0000
2022-03-31T12:30:48.7137792-05:00,4.4531
2022-03-31T12:30:48.7537792-05:00,4.4531
2022-03-31T12:30:48.7956480-05:00,8.9062
2022-03-31T12:30:48.8342656-05:00,11.1328
2022-03-31T12:30:48.8739968-05:00,11.1328
2022-03-31T12:30:48.9137792-05:00,13.3594
2022-03-31T12:30:48.9547520-05:00,13.3594
2022-03-31T12:30:48.9944320-05:00,6.6797
2022-03-31T12:30:49.0342144-05:00,6.6797
2022-03-31T12:30:49.0737664-05:00,4.4531
2022-03-31T12:30:49.1148416-05:00,4.4531
2022-03-31T12:30:49.1542784-05:00,6.6797
2022-03-31T12:30:49.1940608-05:00,11.1328
2022-03-31T12:30:49.2337920-05:00,13.3594
2022-03-31T12:30:49.2750848-05:00,15.5859
2022-03-31T12:30:49.3143424-05:00,13.3594
2022-03-31T12:30:49.3538048-05:00,8.9062
2022-03-31T12:30:49.3939456-05:00,11.1328
2022-03-31T12:30:49.4345472-05:00,8.9062
2022-03-31T12:30:49.4742528-05:00,8.9062
2022-03-31T12:30:49.5137792-05:00,11.1328
2022-03-31T12:30:49.5538048-05:00,11.1328
2022-03-31T12:30:49.5940480-05:00,8.9062
2022-03-31T12:30:49.6342912-05:00,8.9062
2022-03-31T12:30:49.6738560-05:00,8.9062
2022-03-31T12:30:49.7141376-05:00,8.9062
2022-03-31T12:30:49.7546240-05:00,8.9062
2022-03-31T12:30:49.7942528-05:00,8.9062
2022-03-31T12:30:49.8342016-05:00,8.9062
2022-03-31T12:30:49.8738304-05:00,8.9062
2022-03-31T12:30:49.9146496-05:00,11.1328
2022-03-31T12:30:49.9544192-05:00,11.1328
2022-03-31T12:30:49.9938560-05:00,11.1328
2022-03-31T12:30:50.0338688-05:00,11.1328
2022-03-31T12:30:50.0749440-05:00,17.8125
2022-03-31T12:30:50.1142656-05:00,20.0391
2022-03-31T12:30:50.1541248-05:00,15.5859
2022-03-31T12:30:50.1941248-05:00,8.9062
2022-03-31T12:30:50.2341632-05:00,6.6797
2022-03-31T12:30:50.2738432-05:00,8.9062
2022-03-31T12:30:50.3138560-05:00,13.3594
2022-03-31T12:30:50.3538560-05:00,15.5859
2022-03-31T12:30:50.3948416-05:00,15.5859
2022-03-31T12:30:50.4338560-05:00,17.8125
2022-03-31T12:30:50.4738688-05:00,20.0391
2022-03-31T12:30:50.5139072-05:00,15.5859
2022-03-31T12:30:50.5555072-05:00,11.1328
2022-03-31T12:30:50.5938816-05:00,8.9062
2022-03-31T12:30:50.6347264-05:00,13.3594
2022-03-31T12:30:50.6738816-05:00,13.3594
2022-03-31T12:30:50.7149440-05:00,15.5859
2022-03-31T12:30:50.7542400-05:00,17.8125
2022-03-31T12:30:50.7941888-05:00,22.2656
2022-03-31T12:30:50.8344960-05:00,17.8125
2022-03-31T12:30:50.8739072-05:00,13.3594
2022-03-31T12:30:50.9138816-05:00,13.3594
2022-03-31T12:30:50.9538560-05:00,11.1328
2022-03-31T12:30:50.9951872-05:00,11.1328
2022-03-31T12:30:51.0338560-05:00,11.1328
2022-03-31T12:30:51.0747904-05:00,13.3594
2022-03-31T12:30:51.1138688-05:00,15.5859
2022-03-31T12:30:51.1547520-05:00,15.5859
2022-03-31T12:30:51.1940224-05:00,13.3594
2022-03-31T12:30:51.2350720-05:00,8.9062
2022-03-31T12:30:51.2741760-05:00,6.6797
2022-03-31T12:30:51.3153152-05:00,6.6797
2022-03-31T12:30:51.3544192-05:00,8.9062
2022-03-31T12:30:51.3941888-05:00,11.1328
2022-03-31T12:30:51.4343552-05:00,8.9062
2022-03-31T12:30:51.4756992-05:00,8.9062
2022-03-31T12:30:51.5138944-05:00,11.1328
2022-03-31T12:30:51.5539072-05:00,13.3594
2022-03-31T12:30:51.5950848-05:00,11.1328
2022-03-31T12:30:51.6338944-05:00,6.6797
2022-03-31T12:30:51.6750848-05:00,4.4531
2022-03-31T12:30:51.7139200-05:00,4.4531
2022-03-31T12:30:51.7552128-05:00,6.6797
2022-03-31T12:30:51.7942272-05:00,11.1328
2022-03-31T12:30:51.8348032-05:00,11.1328
2022-03-31T12:30:51.8739072-05:00,11.1328
2022-03-31T12:30:51.9148288-05:00,8.9062
2022-03-31T12:30:51.9545216-05:00,8.9062
2022-03-31T12:30:51.9941888-05:00,6.6797
2022-03-31T12:30:52.0339328-05:00,6.6797
2022-03-31T12:30:52.0739200-05:00,6.6797
2022-03-31T12:30:52.1149056-05:00,4.4531
2022-03-31T12:30:52.1548160-05:00,4.4531
2022-03-31T12:30:52.1939328-05:00,6.6797
2022-03-31T12:30:52.2339712-05:00,8.9062
2022-03-31T12:30:52.2747648-05:00,8.9062
2022-03-31T12:30:52.3145472-05:00,6.6797
2022-03-31T12:30:52.3542016-05:00,4.4531
2022-03-31T12:30:52.3942656-05:00,2.2266
2022-03-31T12:30:52.4346624-05:00,6.6797
2022-03-31T12:30:52.4746624-05:00,6.6797
2022-03-31T12:30:52.5139584-05:00,8.9062
2022-03-31T12:30:52.5539584-05:00,8.9062
2022-03-31T12:30:52.5945088-05:00,6.6797
2022-03-31T12:30:52.6344192-05:00,4.4531
2022-03-31T12:30:52.6739840-05:00,2.2266
