state4.2
"[3994.4, 4148.5]"
"[4542.3, 4623.9]"
"[5558.4, 5832.0]"
"[5917.3, 6060.1]"
"[8628.5, 8674.7]"
"[9477.2, 9518.8]"
"[11404.0, 11490.0]"
"[11880.0, 12043.0]"
"[12692.0, 12815.0]"
"[14824.0, 14903.0]"
"[16249.0, 16343.0]"
"[16895.0, 17202.0]"
"[19149.0, 19207.0]"
"[19992.0, 20115.0]"
"[20437.0, 20519.0]"
"[25992.0, 26027.0]"
"[26400.0, 26483.0]"
"[29761.0, 29784.0]"
"[30225.0, 30288.0]"
"[30428.0, 30499.0]"
"[30568.0, 30631.0]"
"[31021.0, 31083.0]"
"[32217.0, 32415.0]"
"[37125.0, 37148.0]"
"[37892.0, 37992.0]"
"[38984.0, 39031.0]"
"[39108.0, 39187.0]"
"[41352.0, 41502.0]"
""
""
""
""
""
""
""
""
""
