state3.2
"[6132.0, 6218.7]"
"[11263.0, 11318.0]"
"[11962.0, 12078.0]"
"[15746.0, 15797.0]"
"[19926.0, 19969.0]"
"[38923.0, 39021.0]"
"[39490.0, 39510.0]"
"[39918.0, 40010.0]"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
