state3.2
"[612.3, 631.02]"
"[1252.8, 1351.7]"
"[3537.1, 3591.2]"
"[3905.4, 3938.6]"
"[6184.4, 6202.8]"
"[6853.0, 6939.4]"
"[7331.5, 7479.2]"
"[9035.2, 9105.6]"
"[9602.5, 9693.2]"
"[18202.0, 18342.0]"
"[18974.0, 19070.0]"
"[19102.0, 19137.0]"
"[26487.0, 26614.0]"
"[27286.0, 27465.0]"
"[30295.0, 30422.0]"
"[31274.0, 31406.0]"
"[33219.0, 33285.0]"
"[33395.0, 33486.0]"
"[38242.0, 38350.0]"
"[39166.0, 39249.0]"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
