state4.2
"[2333.1, 2483.1]"
"[3964.7, 4070.8]"
"[4285.0, 4471.4]"
"[4684.4, 4947.5]"
"[5525.0, 5683.1]"
"[6288.5, 6398.7]"
"[7564.5, 7711.2]"
"[8221.0, 8259.5]"
"[8290.5, 8353.7]"
"[9834.4, 9993.6]"
"[10414.0, 10453.0]"
"[10599.0, 10650.0]"
"[11287.0, 11498.0]"
"[12090.0, 12317.0]"
"[12594.0, 12729.0]"
"[12966.0, 13050.0]"
"[13102.0, 13166.0]"
"[13839.0, 13902.0]"
"[13975.0, 14085.0]"
"[14574.0, 14690.0]"
"[14854.0, 15189.0]"
"[15438.0, 15466.0]"
"[15675.0, 15885.0]"
"[16070.0, 16145.0]"
"[16522.0, 16653.0]"
"[17291.0, 17354.0]"
"[19935.0, 20206.0]"
"[21474.0, 21557.0]"
"[22298.0, 22445.0]"
"[22818.0, 22862.0]"
"[24214.0, 24434.0]"
"[24810.0, 24862.0]"
"[24931.0, 24997.0]"
"[25503.0, 25654.0]"
"[29611.0, 29673.0]"
"[32098.0, 32278.0]"
"[32610.0, 32645.0]"
"[33807.0, 33966.0]"
"[34778.0, 34869.0]"
"[36623.0, 36857.0]"
"[36975.0, 37021.0]"
"[37182.0, 37222.0]"
"[40351.0, 40610.0]"
"[40782.0, 40845.0]"
"[41078.0, 41105.0]"
"[41374.0, 41474.0]"
"[41603.0, 41742.0]"
"[42363.0, 42493.0]"
""
""
""
""
""
""
""
""
