state1.2
"[12.819, 148.02]"
"[2508.6, 3035.3]"
"[4095.8, 4114.5]"
"[4497.4, 4651.3]"
"[4973.0, 5254.7]"
"[5312.8, 5379.1]"
"[5844.3, 5875.0]"
"[6228.3, 6263.0]"
"[6424.2, 6454.9]"
"[7737.2, 8195.0]"
"[8614.8, 8689.4]"
"[9718.1, 9808.9]"
"[10019.0, 10389.0]"
"[10478.0, 10574.0]"
"[10675.0, 10761.0]"
"[10903.0, 11134.0]"
"[11523.0, 12065.0]"
"[12342.0, 12569.0]"
"[12754.0, 12941.0]"
"[13191.0, 13814.0]"
"[13927.0, 13950.0]"
"[14110.0, 14549.0]"
"[14715.0, 14829.0]"
"[15214.0, 15412.0]"
"[15627.0, 15650.0]"
"[16023.0, 16045.0]"
"[16170.0, 16266.0]"
"[16678.0, 16830.0]"
"[16987.0, 17170.0]"
"[17379.0, 17458.0]"
"[18783.0, 18810.0]"
"[20231.0, 21449.0]"
"[21582.0, 22273.0]"
"[22470.0, 22793.0]"
"[22887.0, 24189.0]"
"[24459.0, 24784.0]"
"[24887.0, 24905.0]"
"[25021.0, 25094.0]"
"[25451.0, 25478.0]"
"[25679.0, 26153.0]"
"[28367.0, 28510.0]"
"[29130.0, 29330.0]"
"[29487.0, 29585.0]"
"[29698.0, 29829.0]"
"[33991.0, 34753.0]"
"[34894.0, 36598.0]"
"[36882.0, 36950.0]"
"[37046.0, 37157.0]"
"[37247.0, 37838.0]"
"[40635.0, 40694.0]"
"[40726.0, 40757.0]"
"[40870.0, 41053.0]"
"[41130.0, 41349.0]"
"[41499.0, 41578.0]"
"[41767.0, 42338.0]"
"[42518.0, 42777.0]"
