,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Resting,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running,Running
High,3.73570500000000,3.77098500000000,3.79820000000000,3.83054000000000,3.83943000000000,3.85115000000000,3.83932000000000,3.81807500000000,3.85453500000000,3.81522500000000,3.78447500000000,3.80573000000000,3.78605000000000,3.78317500000000,3.81520000000000,3.79185000000000,3.81201000000000,3.82148500000000,3.85728500000000,3.85560000000000,3.84371500000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22996500000000,4.22053500000000,4.25561500000000,4.27627000000000,4.29318000000000,4.26684000000000,4.24967000000000,4.23961000000000,4.21648000000000,4.22493000000000,4.31212000000000,4.22027000000000,4.31215000000000,4.35570000000000,4.37267000000000,4.34030000000000,4.29943000000000,4.29581500000000,4.27975000000000,4.23325000000000,4.21199000000000,4.21684500000000,4.21649000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low,2.71330500000000,2.72860500000000,2.72973000000000,2.75505000000000,2.78661000000000,2.77648500000000,2.76096000000000,2.73375000000000,2.73692000000000,2.73470500000000,2.74850500000000,2.71467500000000,2.71770000000000,2.70967000000000,2.68155500000000,2.70212000000000,2.73288000000000,2.72579000000000,2.70187000000000,2.61623500000000,2.69116000000000,2.64442000000000,2.75081000000000,2.73959000000000,2.74964500000000,2.69998000000000,2.71188000000000,2.68913500000000,2.72359000000000,2.71859500000000,2.69024000000000,2.67973000000000,2.69770000000000,2.65349000000000,2.68460000000000,2.66347000000000,2.61927000000000,2.61613000000000,,,,,,,,,,,,,3.05508000000000,3.03750000000000,3.07732000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
