,Baseline,ACh
6.47058823529412,16.65396340000000,21.93529240000000
6.51960784313726,16.46341460000000,21.50489760000000
6.56862745098039,17.14939020000000,19.72395370000000
6.61764705882353,16.95884150000000,20.62926680000000
6.66666666666667,16.19664630000000,20.88156720000000
6.71568627450980,16.27286590000000,19.35292370000000
6.76470588235294,15.47256100000000,18.90768770000000
6.81372549019608,15.70121950000000,18.19531020000000
6.86274509803922,14.13871950000000,16.82991990000000
6.91176470588235,13.71951220000000,17.37904420000000
6.96078431372549,14.51981710000000,16.60730190000000
7.00980392156863,14.63414630000000,17.51261500000000
7.05882352941176,14.44359760000000,16.50341350000000
7.10784313725490,14.55792680000000,17.09706140000000
7.15686274509804,13.94817070000000,16.36984270000000
7.20588235294118,12.19512200000000,17.83912140000000
7.25490196078431,13.56707320000000,16.60730190000000
7.30392156862745,12.46189020000000,16.60730190000000
7.35294117647059,13.64329270000000,16.07301870000000
7.40196078431373,10.78506100000000,15.22707030000000
7.45098039215686,12.00457320000000,15.12318200000000
7.50000000000000,12.42378050000000,15.70198870000000
7.54901960784314,13.52896340000000,14.67794600000000
7.59803921568627,11.01371950000000,14.55921640000000
7.64705882352941,11.85213410000000,13.44612640000000
7.69607843137255,11.50914630000000,13.83199760000000
7.74509803921569,11.50914630000000,13.90620360000000
7.79411764705882,10.25152440000000,13.04541410000000
7.84313725490196,10.55640240000000,13.98040960000000
7.89215686274510,11.81402440000000,13.29771450000000
7.94117647058824,11.39481710000000,12.31819530000000
7.99019607843137,10.67073170000000,12.22914810000000
8.03921568627451,11.50914630000000,13.43128520000000
8.08823529411765,10.32774390000000,12.60017810000000
8.13725490196078,9.71798780000000,13.50549120000000
8.18627450980392,10.13719510000000,12.58533690000000
8.23529411764706,10.74695120000000,11.42772340000000
8.28431372549020,10.51829270000000,12.19946570000000
8.33333333333333,8.68902439000000,10.93796380000000
8.38235294117647,9.83231707000000,10.99732860000000
8.43137254901961,7.69817073000000,11.19026420000000
8.48039215686275,8.30792683000000,10.73018700000000
8.52941176470588,9.03201220000000,10.62629860000000
8.57843137254902,9.94664634000000,10.87859900000000
8.62745098039216,7.69817073000000,10.46304540000000
8.67647058823529,8.30792683000000,10.38883940000000
8.72549019607843,8.04115854000000,9.88423865000000
8.77450980392157,7.31707317000000,9.79519145000000
8.82352941176471,7.85060976000000,10.27010980000000
8.87254901960784,7.66006098000000,9.51320867000000
8.92156862745098,7.31707317000000,10.09201540000000
8.97058823529412,8.65091463000000,9.32027308000000
9.01960784313726,8.00304878000000,9.46868507000000
9.06862745098039,7.43140244000000,8.69694271000000
9.11764705882353,7.05030488000000,9.89907985000000
9.16666666666667,6.70731707000000,8.75630751000000
9.21568627450980,7.01219512000000,8.56337192000000
9.26470588235294,7.35518293000000,8.40011873000000
9.31372549019608,7.12652439000000,9.09765509000000
9.36274509803922,6.36432927000000,8.26654794000000
9.41176470588235,6.40243902000000,8.31107153000000
9.46078431372549,6.47865854000000,8.02908875000000
9.50980392156863,6.25000000000000,8.77114871000000
9.55882352941176,6.36432927000000,8.17750074000000
9.60784313725490,5.18292683000000,7.73226477000000
9.65686274509804,6.28810976000000,7.61353517000000
9.70588235294118,5.75457317000000,8.01424755000000
9.75490196078432,6.13567073000000,7.86583556000000
9.80392156862745,6.70731707000000,7.74710597000000
9.85294117647059,5.83079268000000,7.01988721000000
9.90196078431373,5.18292683000000,7.25734639000000
9.95098039215686,4.91615854000000,6.91599881000000
10.00000000000000,5.44969512000000,6.67853963000000
10.04901960784310,5.03048780000000,7.06441080000000
10.09803921568630,5.52591463000000,6.66369843000000
10.14705882352940,5.22103659000000,7.19798160000000
10.19607843137250,4.87804878000000,6.38171564000000
10.24509803921570,4.68750000000000,6.94568121000000
10.29411764705880,5.83079268000000,6.55981003000000
10.34313725490200,4.23018293000000,6.21846245000000
10.39215686274510,5.03048780000000,5.83259127000000
10.44117647058820,4.26829268000000,5.71386168000000
10.49019607843140,4.23018293000000,5.46156129000000
10.53921568627450,5.03048780000000,5.81775007000000
10.58823529411760,4.42073171000000,5.93647967000000
10.63725490196080,5.14481707000000,6.04036806000000
10.68627450980390,4.38262195000000,5.59513209000000
10.73529411764710,4.07774390000000,5.77322648000000
10.78431372549020,3.88719512000000,5.92163847000000
10.83333333333330,4.30640244000000,5.28346690000000
10.88235294117650,5.22103659000000,5.22410211000000
10.93137254901960,4.19207317000000,5.43187890000000
10.98039215686270,4.53506098000000,4.88275453000000
11.02941176470590,3.73475610000000,5.10537251000000
11.07843137254900,3.81097561000000,5.10537251000000
11.12745098039220,3.46798780000000,5.12021371000000
11.17647058823530,4.49695122000000,4.64529534000000
11.22549019607840,3.92530488000000,4.73434253000000
11.27450980392160,3.54420732000000,4.92727812000000
11.32352941176470,4.07774390000000,4.67497774000000
11.37254901960780,3.84908537000000,4.40783615000000
11.42156862745100,3.16310976000000,4.63045414000000
11.47058823529410,3.46798780000000,4.39299495000000
11.51960784313730,3.27743902000000,4.39299495000000
11.56862745098040,3.92530488000000,4.24458296000000
11.61764705882350,3.50609756000000,4.55624814000000
11.66666666666670,3.84908537000000,4.36331256000000
11.71568627450980,3.58231707000000,4.20005936000000
11.76470588235290,4.26829268000000,5.68417928000000
11.81372549019610,6.28810976000000,7.28702879000000
11.86274509803920,0.00000000000000,0.02968240000000
11.91176470588240,0.00000000000000,0.00000000000000
11.96078431372550,0.00000000000000,0.00000000000000
12.00980392156860,0.00000000000000,0.00000000000000
12.05882352941180,0.00000000000000,0.00000000000000
12.10784313725490,0.00000000000000,0.00000000000000
12.15686274509800,0.00000000000000,0.00000000000000
12.20588235294120,0.00000000000000,0.00000000000000
12.25490196078430,0.00000000000000,0.00000000000000
12.30392156862750,0.00000000000000,0.00000000000000
12.35294117647060,0.00000000000000,0.00000000000000
12.40196078431370,0.00000000000000,0.00000000000000
12.45098039215690,0.00000000000000,0.00000000000000
12.50000000000000,0.00000000000000,0.00000000000000
