,"ACh sensor",Autofluorescence
6.201171875,0.20945842868040,0.07705223880597
6.250000000,0.21037376048818,0.07294776119403
6.298828125,0.20640732265446,0.06884328358209
6.347656250,0.20991609458429,0.07033582089552
6.396484375,0.19466056445462,0.07369402985075
6.445312500,0.19633867276888,0.07182835820896
6.494140625,0.18504958047292,0.06660447761194
6.542968750,0.18138825324180,0.06380597014925
6.591796875,0.17467581998474,0.06660447761194
6.640625000,0.17284515636918,0.05820895522388
6.689453125,0.16567505720824,0.05858208955224
6.738281250,0.15743707093822,0.06977611940299
6.787109375,0.17208237986270,0.06791044776119
6.835937500,0.15377574370709,0.06511194029851
6.884765625,0.15697940503433,0.06100746268657
6.933593750,0.17269260106789,0.05764925373134
6.982421875,0.14569031273837,0.05671641791045
7.031250000,0.15713196033562,0.06716417910448
