,"Low Photon","High Photon"
6.542968750,76.00000000000,202.000000000000
6.591796875,57.00000000000,194.000000000000
6.640625000,83.00000000000,174.000000000000
6.689453125,51.00000000000,201.000000000000
6.738281250,82.00000000000,166.000000000000
6.787109375,49.00000000000,189.000000000000
6.835937500,68.00000000000,146.000000000000
6.884765625,71.00000000000,189.000000000000
6.933593750,61.00000000000,171.000000000000
6.982421875,70.00000000000,154.000000000000
7.031250000,61.00000000000,171.000000000000
7.080078125,59.00000000000,156.000000000000
7.128906250,44.00000000000,158.000000000000
7.177734375,61.00000000000,156.000000000000
7.226562500,55.00000000000,179.000000000000
7.275390625,50.00000000000,159.000000000000
7.324218750,45.00000000000,143.000000000000
7.373046875,38.00000000000,170.000000000000
7.421875000,50.00000000000,165.000000000000
7.470703125,50.00000000000,149.000000000000
7.519531250,52.00000000000,152.000000000000
7.568359375,45.00000000000,136.000000000000
7.617187500,44.00000000000,113.000000000000
7.666015625,55.00000000000,132.000000000000
7.714843750,46.00000000000,98.000000000000
7.763671875,48.00000000000,133.000000000000
7.812500000,40.00000000000,132.000000000000
7.861328125,40.00000000000,153.000000000000
7.910156250,43.00000000000,131.000000000000
7.958984375,42.00000000000,109.000000000000
8.007812500,43.00000000000,113.000000000000
8.056640625,41.00000000000,122.000000000000
8.105468750,32.00000000000,124.000000000000
8.154296875,43.00000000000,95.000000000000
8.203125000,29.00000000000,94.000000000000
8.251953125,42.00000000000,115.000000000000
8.300781250,44.00000000000,89.000000000000
8.349609375,35.00000000000,95.000000000000
8.398437500,43.00000000000,120.000000000000
8.447265625,45.00000000000,109.000000000000
8.496093750,30.00000000000,101.000000000000
8.544921875,33.00000000000,111.000000000000
8.593750000,37.00000000000,80.000000000000
8.642578125,43.00000000000,91.000000000000
8.691406250,27.00000000000,104.000000000000
8.740234375,23.00000000000,88.000000000000
8.789062500,37.00000000000,95.000000000000
8.837890625,21.00000000000,80.000000000000
8.886718750,29.00000000000,89.000000000000
8.935546875,19.00000000000,78.000000000000
8.984375000,36.00000000000,89.000000000000
9.033203125,38.00000000000,90.000000000000
9.082031250,34.00000000000,86.000000000000
9.130859375,27.00000000000,77.000000000000
9.179687500,30.00000000000,80.000000000000
9.228515625,25.00000000000,70.000000000000
9.277343750,22.00000000000,71.000000000000
9.326171875,33.00000000000,68.000000000000
9.375000000,28.00000000000,83.000000000000
9.423828125,18.00000000000,78.000000000000
9.472656250,21.00000000000,72.000000000000
9.521484375,21.00000000000,80.000000000000
9.570312500,21.00000000000,76.000000000000
9.619140625,22.00000000000,76.000000000000
9.667968750,22.00000000000,65.000000000000
9.716796875,21.00000000000,52.000000000000
9.765625000,14.00000000000,72.000000000000
9.814453125,19.00000000000,58.000000000000
9.863281250,16.00000000000,56.000000000000
9.912109375,18.00000000000,64.000000000000
9.960937500,14.00000000000,74.000000000000
10.009765625,18.00000000000,59.000000000000
10.058593750,28.00000000000,67.000000000000
10.107421875,18.00000000000,70.000000000000
10.156250000,24.00000000000,55.000000000000
10.205078125,22.00000000000,56.000000000000
10.253906250,21.00000000000,56.000000000000
10.302734375,18.00000000000,47.000000000000
10.351562500,19.00000000000,65.000000000000
10.400390625,20.00000000000,56.000000000000
10.449218750,19.00000000000,46.000000000000
10.498046875,14.00000000000,39.000000000000
10.546875000,15.00000000000,46.000000000000
10.595703125,17.00000000000,53.000000000000
10.644531250,20.00000000000,47.000000000000
10.693359375,20.00000000000,50.000000000000
10.742187500,16.00000000000,58.000000000000
10.791015625,5.00000000000,38.000000000000
10.839843750,14.00000000000,50.000000000000
10.888671875,9.00000000000,42.000000000000
10.937500000,14.00000000000,34.000000000000
10.986328125,15.00000000000,35.000000000000
11.035156250,14.00000000000,36.000000000000
11.083984375,7.00000000000,24.000000000000
11.132812500,12.00000000000,40.000000000000
11.181640625,12.00000000000,30.000000000000
11.230468750,11.00000000000,43.000000000000
11.279296875,7.00000000000,47.000000000000
11.328125000,13.00000000000,29.000000000000
11.376953125,11.00000000000,35.000000000000
11.425781250,9.00000000000,40.000000000000
11.474609375,10.00000000000,46.000000000000
11.523437500,11.00000000000,41.000000000000
11.572265625,9.00000000000,28.000000000000
11.621093750,17.00000000000,31.000000000000
11.669921875,11.00000000000,33.000000000000
11.718750000,10.00000000000,29.000000000000
11.767578125,8.00000000000,32.000000000000
11.816406250,11.00000000000,21.000000000000
11.865234375,7.00000000000,27.000000000000
11.914062500,14.00000000000,23.000000000000
11.962890625,7.00000000000,29.000000000000
12.011718750,13.00000000000,34.000000000000
12.060546875,9.00000000000,31.000000000000
12.109375000,7.00000000000,29.000000000000
12.158203125,9.00000000000,26.000000000000
12.207031250,16.00000000000,33.000000000000
12.255859375,8.00000000000,25.000000000000
12.304687500,7.00000000000,20.000000000000
12.353515625,10.00000000000,13.000000000000
12.402343750,11.00000000000,26.000000000000
12.451171875,10.00000000000,21.000000000000
12.500000000,6.00000000000,24.000000000000
12.548828125,,
12.597656250,,
12.646484375,,
12.695312500,,
12.744140625,,
12.792968750,,
12.841796875,,
12.890625000,,
12.939453125,,
12.988281250,,
13.037109375,,
13.085937500,,
13.134765625,,
13.183593750,,
13.232421875,,
13.281250000,,
13.330078125,,
13.378906250,,
13.427734375,,
13.476562500,,
13.525390625,,
13.574218750,,
13.623046875,,
13.671875000,,
13.720703125,,
13.769531250,,
13.818359375,,
13.867187500,,
13.916015625,,
13.964843750,,
14.013671875,,
14.062500000,,
14.111328125,,
14.160156250,,
14.208984375,,
14.257812500,,
14.306640625,,
14.355468750,,
14.404296875,,
14.453125000,,
14.501953125,,
14.550781250,,
14.599609375,,
14.648437500,,
14.697265625,,
14.746093750,,
14.794921875,,
14.843750000,,
14.892578125,,
14.941406250,,
14.990234375,,
15.039062500,,
15.087890625,,
15.136718750,,
15.185546875,,
15.234375000,,
15.283203125,,
15.332031250,,
15.380859375,,
15.429687500,,
15.478515625,,
15.527343750,,
15.576171875,,
15.625000000,,
15.673828125,,
15.722656250,,
15.771484375,,
15.820312500,,
15.869140625,,
15.917968750,,
15.966796875,,
16.015625000,,
16.064453125,,
16.113281250,,
16.162109375,,
16.210937500,,
16.259765625,,
16.308593750,,
16.357421875,,
16.406250000,,
16.455078125,,
16.503906250,,
16.552734375,,
16.601562500,,
16.650390625,,
16.699218750,,
16.748046875,,
16.796875000,,
16.845703125,,
16.894531250,,
16.943359375,,
16.992187500,,
17.041015625,,
17.089843750,,
17.138671875,,
17.187500000,,
17.236328125,,
17.285156250,,
17.333984375,,
17.382812500,,
17.431640625,,
17.480468750,,
17.529296875,,
17.578125000,,
17.626953125,,
17.675781250,,
17.724609375,,
17.773437500,,
17.822265625,,
17.871093750,,
17.919921875,,
17.968750000,,
18.017578125,,
18.066406250,,
18.115234375,,
18.164062500,,
18.212890625,,
18.261718750,,
18.310546875,,
18.359375000,,
18.408203125,,
18.457031250,,
18.505859375,,
18.554687500,,
18.603515625,,
18.652343750,,
18.701171875,,
18.750000000,,
18.798828125,,
18.847656250,,
18.896484375,,
18.945312500,,
18.994140625,,
19.042968750,,
19.091796875,,
19.140625000,,
19.189453125,,
19.238281250,,
19.287109375,,
19.335937500,,
19.384765625,,
19.433593750,,
19.482421875,,
19.531250000,,
19.580078125,,
19.628906250,,
19.677734375,,
19.726562500,,
19.775390625,,
19.824218750,,
19.873046875,,
19.921875000,,
19.970703125,,
20.019531250,,
20.068359375,,
20.117187500,,
20.166015625,,
20.214843750,,
20.263671875,,
20.312500000,,
20.361328125,,
20.410156250,,
20.458984375,,
20.507812500,,
20.556640625,,
20.605468750,,
20.654296875,,
20.703125000,,
20.751953125,,
20.800781250,,
20.849609375,,
20.898437500,,
20.947265625,,
20.996093750,,
21.044921875,,
21.093750000,,
21.142578125,,
21.191406250,,
21.240234375,,
21.289062500,,
21.337890625,,
21.386718750,,
21.435546875,,
21.484375000,,
21.533203125,,
21.582031250,,
21.630859375,,
21.679687500,,
21.728515625,,
21.777343750,,
21.826171875,,
21.875000000,,
21.923828125,,
21.972656250,,
22.021484375,,
22.070312500,,
22.119140625,,
22.167968750,,
22.216796875,,
22.265625000,,
22.314453125,,
22.363281250,,
22.412109375,,
22.460937500,,
22.509765625,,
22.558593750,,
22.607421875,,
22.656250000,,
22.705078125,,
22.753906250,,
22.802734375,,
22.851562500,,
22.900390625,,
22.949218750,,
22.998046875,,
23.046875000,,
23.095703125,,
23.144531250,,
23.193359375,,
23.242187500,,
23.291015625,,
23.339843750,,
23.388671875,,
23.437500000,,
23.486328125,,
23.535156250,,
23.583984375,,
23.632812500,,
23.681640625,,
23.730468750,,
23.779296875,,
23.828125000,,
23.876953125,,
23.925781250,,
23.974609375,,
24.023437500,,
24.072265625,,
24.121093750,,
24.169921875,,
24.218750000,,
24.267578125,,
24.316406250,,
24.365234375,,
24.414062500,,
24.462890625,,
24.511718750,,
24.560546875,,
24.609375000,,
24.658203125,,
24.707031250,,
24.755859375,,
24.804687500,,
24.853515625,,
24.902343750,,
24.951171875,,
25.000000000,,
