"Time (min)",
0.00000000000000,-0.04449971160713
0.23333333333335,-0.03537361987791
0.46666666666670,-0.05838095135817
0.70000000000005,-0.03945086068788
0.91666666666674,-0.03187174883638
1.14999999999998,-0.01534643949748
1.38333333333333,-0.03209152535285
1.60000000000002,-0.02569352513533
1.83333333333337,-0.00748361583216
2.06666666666672,-0.00522670006462
2.30000000000007,-0.03780484365372
2.51666666666665,-0.02600538827782
2.75000000000000,-0.01244764138620
2.98333333333335,-0.00225168370970
3.21666666666670,-0.01500034805949
3.43333333333339,0.00377131798605
3.66666666666674,-0.01167087514060
3.89999999999998,0.02515158892374
5.25000000000000,2.15429704632762
5.46666666666670,2.37615863208248
5.91666666666674,2.41809308003173
6.36666666666667,2.39722601345506
6.60000000000002,2.37743150674774
6.83333333333337,2.38417537118670
7.06666666666672,2.31180040243254
7.30000000000007,2.32479074253633
7.51666666666665,2.27850931265845
7.75000000000000,2.26158349765487
7.98333333333335,2.26103498506302
8.21666666666670,2.27308427550021
8.75000000000000,2.11414132290767
8.98333333333335,2.11754223414439
9.85000000000002,2.33597630918610
10.06666666666670,2.18546779911996
12.16666666666670,1.97403985295358
12.60000000000000,0.76140036048631
13.03333333333330,0.21408171219933
13.26666666666670,0.21819289082094
13.50000000000000,0.18924465734243
13.71666666666670,0.17161761751140
13.95000000000000,0.17059976511375
14.18333333333340,0.15839846973774
14.41666666666670,0.15245161814409
14.65000000000000,0.15787160573846
14.86666666666670,0.13462245495166
15.10000000000000,0.11354484393207
15.33333333333340,0.12712952793954
15.56666666666670,0.11248461695198
15.80000000000010,0.08792326826603
16.03333333333330,0.08612252600726
16.26666666666670,0.07445770874671
16.48333333333340,0.07436465189200
16.71666666666670,0.05938057269772
16.95000000000000,0.07440155239309
17.51666666666670,0.12830249710237
18.31666666666670,0.06626364809408
18.55000000000010,0.05838917046172
18.78333333333330,0.08397405380913
19.01666666666670,0.08159828454209
19.23333333333340,0.03904556716672
19.46666666666670,0.05454619614408
19.70000000000000,0.05334186921268
19.91666666666670,0.03247457097654
20.15000000000000,-0.00098445467080
20.38333333333330,0.00872362984777
20.60000000000000,0.00978050589145
20.83333333333340,-0.03175503938378
21.06666666666670,-0.01328493487172
21.30000000000010,0.00926958645912
21.51666666666670,-0.02462360309720
21.75000000000000,-0.02731691319501
21.98333333333340,-0.04023645972691
22.50000000000000,0.02493647830778
22.73333333333340,0.06466118001864
22.95000000000000,0.07598704732457
23.18333333333340,0.02406675945379
23.40000000000000,0.04006646449074
23.63333333333330,0.04059139378290
