Baseline,Resting-->running
0.00534291037892,0.09323148902072
-0.03061512485826,0.08997684973455
-0.01329247683537,0.10685814756149
0.01351553661836,0.09852607782566
0.02618821738722,0.09038127457255
-0.02963477024708,0.05777718385877
0.01025653829677,0.10529499221497
0.01380377019274,0.10571885325635
0.00867990826900,0.09468979721002
0.00578366296924,0.09038433247043
0.00792336342501,0.10886190527621
-0.00929167926917,0.09136397858782
-0.01592501439746,0.13084480041569
-0.01767797419971,0.07853140067920
-0.00716072107148,0.11108850535396
0.03598972057032,0.09082775286165
0.04801247117868,0.07394792575059
0.00511418061019,0.08880643072310
0.00875717749139,0.08371755318678
-0.01176829322749,0.09334901501077
-0.02137061739275,0.07310049378131
0.02799613130205,0.06506156469028
-0.01316685956231,0.07620625229714
-0.00048266930462,0.06598550336597
0.04239374852472,0.03662457958606
-0.00833970059029,0.04055436861819
0.04685093436317,0.05466651205040
-0.00462883141762,0.03859339326913
0.00056784649795,0.07535185263205
0.03694447049639,0.05779958248388
-0.00345854912477,0.08650813339476
0.03100145122996,0.06078263140225
-0.00759047654496,0.06299350412306
-0.00572334331533,0.06602074483649
0.02299084383014,0.06796861825165
-0.00035498140692,0.05820037497362
0.12115709657231,0.08471985676230
-0.00626268005924,0.11911233979549
-0.01983617845036,0.12480086754573
-0.01397026197781,0.13714464618767
-0.00781768989591,0.17380452652988
0.01591682374433,0.11154267335710
-0.03112840466926,0.17064946796777
-0.04122166539444,0.17799366193648
0.01985789450323,0.12277491906514
0.02558797726409,0.09356292944803
0.02834698861963,0.13041310481324
0.04698945105914,0.13992922840048
-0.00491148722660,0.14500120053703
0.00347592181796,0.16891906005222
0.05104819969516,0.13362291474216
0.00011236091016,0.15753822434397
0.02247596401647,0.12088700544087
0.00450761435515,0.16074554306256
-0.00554678164373,0.18082002146763
0.02648601583486,0.15565529900426
-0.01801780121631,0.19253565702042
-0.00472298811475,0.14856899465520
0.04748724371219,0.12227722109099
0.01674843686408,0.13433917267378
0.00880453922911,0.11615491405006
0.01319418587620,0.15460337254383
-0.02139134399188,0.18191780531836
-0.00488378450367,0.18447128515506
-0.03919932152751,0.16568277856551
0.00455093813198,0.16369943892844
-0.00380298093997,0.15704364249672
0.01627576027293,0.14028890054398
-0.01982567125017,0.14968604158903
0.01047307920009,0.16716197207580
0.00053087770095,0.12760076271072
0.00662034227247,0.14569195225326
0.00846948756113,0.13467143681244
-0.01083585141192,0.18202310782392
0.03362413958700,0.13733567702485
0.00796850713101,0.14680141163043
0.05480240711225,0.08366861515884
-0.00688395067732,0.16629969429657
0.01568659515467,0.12384921185464
-0.03566785570731,0.14538297735046
0.00104979157175,0.10964888817561
-0.00818435821141,0.13139249967419
0.03511684938269,0.12537360630821
0.00016700958153,0.13024744277004
-0.00795199043712,0.06638409280183
-0.02210827919261,0.12825728971448
0.00146134948656,0.12548583645840
-0.03409520904523,0.11941208049796
0.01038936977926,0.15438444924406
0.00583974719440,0.11147800750961
0.00405449223657,0.11783188296379
-0.00372131379901,0.10986891400300
0.03419713569047,0.12401338303249
-0.00120548574291,0.10696664280651
-0.00454326245247,0.12640738711121
0.00108313528583,0.14668411688923
-0.04133685756655,0.14542431365625
0.01187771488622,0.16523603167417
-0.00409165450742,0.15422992153431
0.01311916884952,0.15251359929117
-0.00806173560349,0.11511428461638
0.01711182764075,0.11053867637102
-0.03441172738319,0.15571233885355
0.00357768771068,0.13999414280704
0.02372625547248,0.10568316290925
0.00608207982707,0.11561636092884
-0.04489423461318,0.15162665764030
0.01361672027145,0.12605087832165
0.01286965431619,0.13025307038676
-0.00691080516651,0.11384479045222
0.02832815199907,0.11922610006914
0.08807259768967,0.04910577405657
0.03232443838682,0.10904197279406
-0.02650371680640,0.17043210571761
0.04432883828393,0.10703259997253
-0.00194626376898,0.14345425191184
-0.00557504441706,0.11526493963920
0.01044608791566,0.08713741953841
0.00268844329763,0.10583510045646
0.07476909739589,0.07812600180765
0.00150694811853,0.11906484150768
-0.01466446198352,0.13149868792645
-0.02935780190568,0.10006867828947
0.00758081859194,0.14358211987587
0.02275313726112,0.13671297127661
0.01177327567563,0.12210754677854
0.09983704090714,0.08527444234459
0.00607243744157,0.16405269514901
-0.01655947637419,0.10314148534463
-0.01282153318963,0.15151990199888
0.08618402490193,0.08097863145359
0.02016870251164,0.14040448595657
-0.00900442239241,0.11912355020724
-0.03903117431049,0.11763787619599
0.08715150759031,0.05675220961472
-0.00883258891700,0.11878463871170
-0.00289670843926,0.16773563938107
-0.01221573384306,0.17501435232508
0.00476612161789,0.15772041900100
-0.02601167082186,0.15764206172891
-0.01719666529390,0.15934109492854
0.01517227877839,0.17313833256762
-0.01623037096770,0.17347668797484
-0.00715998678863,0.17678742927230
0.00226414444610,0.19343478447597
0.00464220856080,0.15394728046525
0.01111092287015,0.14313400783600
-0.02551886687071,0.18878922481731
-0.07575565266269,0.16322647003596
-0.02401181083577,0.18606497032163
-0.02759580557170,0.16391039679939
