Baseline,Resting-->running
-0.02088737824733,0.18636835293981
-0.02184387777608,0.16918024635683
-0.01193861443689,0.17282248855156
-0.00493579566029,0.12849416915334
0.00495941255773,0.15462996526420
0.02873504418415,0.14183580974139
-0.02310933712837,0.15289056320315
0.00250939610591,0.15085213018452
0.01976997097132,0.14354952487655
0.01801443284523,0.14274073441926
0.00757299217206,0.18189816784938
0.00348573351395,0.13523924164911
-0.01181693091694,0.17321606000812
0.01978221541405,0.15149702633815
0.00887834677232,0.11811990621860
-0.02370817035350,0.15999483031882
0.03926784321111,0.10061317931046
0.01200502261565,0.16601829604774
0.02697041822509,0.12804934576469
0.00668857232541,0.14247236034219
-0.01339201508959,0.10287726229926
-0.02335411872181,0.11206025564978
0.00074498818469,0.15043621787314
0.05601523735913,0.13609629861982
-0.00627589083580,0.11297454564097
0.03287828941864,0.11832883485677
-0.00101679042076,0.14323882735807
-0.02005564198065,0.11977643401049
-0.00282521723449,0.15213998660415
0.01606552006552,0.10152053496005
0.00117928053921,0.13930640441162
-0.00464177934875,0.12655908178751
0.06232356749185,0.10407120784272
-0.00045985962533,0.14165827120693
0.00285891817214,0.10938710134563
0.01085937553459,0.14851619192029
0.01986620515210,0.11841894859821
0.00427376456734,0.16612924420544
0.02428929891266,0.11577200858872
-0.00324628745492,0.14140731170127
-0.00476284067086,0.12430140935930
0.02305029371507,0.15598022567923
0.04165130539064,0.13654066251173
0.03916908784566,0.12571028192573
-0.00991841628283,0.10996585991693
0.05378338690014,0.08556614427151
-0.02315374636869,0.13753674734477
-0.00244841688228,0.17737874585006
0.01894367835455,0.10333896234597
0.05495669339366,0.11986144765129
-0.00071685593440,0.17919935310336
-0.02232723949783,0.14767512315204
0.01125098950486,0.06804523049574
0.05015430347864,0.14179410859078
0.04354931057478,0.07932755925232
-0.00974802823974,0.19236686113159
0.02165791196334,0.06927438616231
0.00826994440825,0.07631124608680
0.01735217984207,0.11793270619963
-0.00705795993115,0.06674222568534
0.01964264300276,0.15649239420094
-0.00238278663045,0.13717829045679
-0.01770445655726,0.11675463334398
-0.04172130320759,0.11892951594016
0.00671133546488,0.18884761211750
0.03765875435704,0.14686405493595
0.03624009261416,0.08879515094935
0.02362158514041,0.14714123953675
0.04021625090585,0.10085350108746
0.02279932860873,0.10910789989515
0.00318068890464,0.13929069105611
0.02423242218614,0.10812445059602
0.05968560801455,0.09779305892179
0.06957828613634,0.10992031249732
-0.01237796798214,0.13290229885058
0.01414938604625,0.11107897922183
0.04881702571117,0.11400571675991
0.01555789072803,0.11584455447607
0.04574343167474,0.12712203406483
-0.00267407436576,0.13918600727920
0.02726775838386,0.11935157538059
0.02259325453593,0.16121718181967
