state3.2
"[6789.1, 6863.5]"
"[9848.2, 9867.5]"
"[11404.0, 11470.0]"
"[12084.0, 12100.0]"
"[14666.0, 14733.0]"
"[15110.0, 15133.0]"
"[17026.0, 17105.0]"
"[23108.0, 23143.0]"
"[23313.0, 23396.0]"
"[23753.0, 23840.0]"
"[23876.0, 23903.0]"
"[26513.0, 26531.0]"
"[26969.0, 27020.0]"
"[27649.0, 27796.0]"
"[28457.0, 28619.0]"
"[30597.0, 30752.0]"
"[31459.0, 31638.0]"
"[34711.0, 34798.0]"
"[35310.0, 35333.0]"
"[35646.0, 35698.0]"
"[37242.0, 37373.0]"
"[38095.0, 38137.0]"
"[38533.0, 38659.0]"
"[41645.0, 41728.0]"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
