state4.2
"[440.62, 474.32]"
"[2388.9, 2426.7]"
"[2872.6, 2986.8]"
"[3512.2, 3594.8]"
"[4212.5, 4350.6]"
"[5089.2, 5254.6]"
"[5364.8, 5418.9]"
"[6916.6, 7023.7]"
"[7153.2, 7178.7]"
"[7797.3, 7942.9]"
"[8303.8, 8363.3]"
"[8957.3, 9098.9]"
"[9932.8, 10091.0]"
"[10788.0, 10840.0]"
"[12752.0, 12827.0]"
"[14014.0, 14089.0]"
"[15606.0, 15709.0]"
"[16114.0, 16230.0]"
"[17774.0, 17905.0]"
"[18334.0, 18393.0]"
"[19906.0, 19966.0]"
"[20872.0, 21180.0]"
"[21340.0, 21380.0]"
"[21440.0, 21551.0]"
"[21768.0, 22040.0]"
"[24935.0, 24963.0]"
"[25065.0, 25219.0]"
"[25432.0, 25512.0]"
"[25809.0, 25875.0]"
"[29149.0, 29324.0]"
"[29465.0, 29492.0]"
"[32090.0, 32313.0]"
"[32535.0, 32613.0]"
"[33294.0, 33441.0]"
"[33542.0, 33593.0]"
"[36919.0, 36942.0]"
"[37398.0, 37449.0]"
"[37954.0, 37973.0]"
"[42908.0, 42964.0]"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
