state3.2
"[5526.6, 5617.1]"
"[11903.0, 12014.0]"
"[25121.0, 25172.0]"
"[25505.0, 25636.0]"
"[26392.0, 26511.0]"
"[30344.0, 30503.0]"
"[34457.0, 34584.0]"
"[36800.0, 36848.0]"
"[37177.0, 37267.0]"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
