state2.2
"[350.12, 412.36]"
"[494.02, 760.44]"
"[870.22, 1692.6]"
"[1902.9, 2500.3]"
"[3848.3, 4099.3]"
"[4884.7, 5290.6]"
"[5976.4, 6159.5]"
"[6740.2, 6966.7]"
"[7216.6, 7711.4]"
"[7764.4, 7843.0]"
"[7888.9, 8043.3]"
"[9934.2, 9980.1]"
"[10034.0, 10128.0]"
"[10174.0, 10305.0]"
"[11305.0, 11816.0]"
"[13397.0, 13443.0]"
"[16512.0, 16628.0]"
"[18241.0, 18372.0]"
"[20404.0, 20527.0]"
"[21016.0, 21199.0]"
"[23969.0, 24048.0]"
"[26721.0, 26939.0]"
"[27593.0, 27835.0]"
"[28693.0, 29124.0]"
"[29253.0, 29508.0]"
"[29556.0, 29667.0]"
"[29724.0, 29964.0]"
"[30164.0, 30764.0]"
"[30852.0, 31002.0]"
"[35887.0, 36032.0]"
"[36604.0, 36663.0]"
"[36828.0, 37731.0]"
"[38413.0, 38575.0]"
"[38625.0, 39159.0]"
"[39313.0, 39555.0]"
"[41167.0, 41307.0]"
"[41347.0, 41559.0]"
"[41601.0, 41935.0]"
"[42160.0, 42948.0]"
"[43121.0, 43184.0]"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
