state1.2
"[12.403, 324.62]"
"[786.1, 844.5]"
"[2526.3, 2966.9]"
"[3156.6, 3599.4]"
"[3752.4, 3822.8]"
"[4572.5, 4858.7]"
"[5527.9, 5566.4]"
"[5671.5, 5951.4]"
"[6464.7, 6514.7]"
"[6624.9, 6714.7]"
"[7108.5, 7191.1]"
"[8209.0, 8954.9]"
"[9140.2, 9164.1]"
"[9268.2, 9908.7]"
"[10470.0, 11128.0]"
"[11253.0, 11280.0]"
"[11990.0, 12336.0]"
"[12437.0, 12717.0]"
"[12810.0, 12856.0]"
"[12961.0, 13301.0]"
"[13972.0, 15128.0]"
"[15332.0, 15756.0]"
"[15917.0, 16098.0]"
"[16193.0, 16352.0]"
"[16416.0, 16487.0]"
"[16843.0, 16968.0]"
"[17001.0, 17620.0]"
"[17789.0, 18216.0]"
"[18537.0, 19776.0]"
"[19957.0, 20288.0]"
"[20772.0, 20991.0]"
"[21489.0, 22396.0]"
"[22521.0, 23944.0]"
"[24212.0, 26516.0]"
"[27101.0, 27420.0]"
"[27860.0, 28324.0]"
"[28468.0, 28668.0]"
"[30103.0, 30139.0]"
"[31188.0, 31587.0]"
"[31765.0, 32055.0]"
"[32272.0, 32480.0]"
"[32717.0, 32964.0]"
"[33097.0, 33943.0]"
"[34157.0, 34423.0]"
"[34833.0, 34899.0]"
"[35021.0, 35540.0]"
"[35669.0, 35780.0]"
"[36057.0, 36084.0]"
"[36317.0, 36579.0]"
"[36688.0, 36803.0]"
"[37856.0, 38388.0]"
"[39236.0, 39287.0]"
"[39580.0, 39979.0]"
"[40129.0, 40528.0]"
"[40620.0, 40875.0]"
"[41032.0, 41143.0]"
"[42973.0, 43096.0]"
