state3.2
"[1717.6, 1876.9]"
"[4124.8, 4183.0]"
"[5316.6, 5383.2]"
"[8068.9, 8183.1]"
"[29149.0, 29184.0]"
"[29989.0, 30079.0]"
"[30789.0, 30827.0]"
"[37756.0, 37831.0]"
"[39184.0, 39211.0]"
"[41960.0, 42091.0]"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
