state1.2
"[867.79, 1378.8]"
"[1492.0, 3322.0]"
"[3508.5, 4326.7]"
"[4420.3, 5850.9]"
"[5947.9, 8161.0]"
"[8267.1, 11826.0]"
"[11878.0, 12669.0]"
"[12802.0, 15029.0]"
"[15206.0, 15254.0]"
"[15286.0, 16558.0]"
"[16631.0, 17182.0]"
"[17274.0, 18457.0]"
"[18775.0, 19154.0]"
"[19282.0, 19789.0]"
"[19854.0, 20625.0]"
"[20726.0, 21862.0]"
"[21958.0, 22490.0]"
"[22654.0, 24373.0]"
"[24635.0, 26685.0]"
"[27158.0, 27525.0]"
"[29494.0, 29749.0]"
"[29802.0, 29868.0]"
"[29954.0, 30053.0]"
"[30126.0, 30237.0]"
"[30310.0, 30822.0]"
"[30882.0, 31105.0]"
"[31178.0, 32106.0]"
"[32194.0, 32705.0]"
"[34978.0, 35097.0]"
"[36043.0, 36117.0]"
"[37706.0, 37722.0]"
"[37803.0, 37874.0]"
"[38055.0, 38454.0]"
"[38646.0, 39201.0]"
"[39254.0, 39888.0]"
"[39959.0, 40885.0]"
"[41038.0, 41365.0]"
"[41482.0, 41849.0]"
"[42394.0, 42410.0]"
