state2.2
"[26914.0, 27133.0]"
"[27550.0, 27921.0]"
"[28147.0, 28810.0]"
"[29019.0, 29469.0]"
"[32730.0, 33461.0]"
"[33599.0, 33974.0]"
"[34162.0, 34862.0]"
"[35218.0, 35601.0]"
"[35710.0, 35901.0]"
"[36142.0, 36549.0]"
"[36638.0, 36738.0]"
"[36825.0, 37381.0]"
"[37487.0, 37681.0]"
"[41390.0, 41457.0]"
"[41874.0, 41985.0]"
"[42043.0, 42321.0]"
"[42435.0, 42669.0]"
"[42811.0, 43150.0]"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
