state1.2
"[12.82, 1898.0]"
"[2003.1, 2349.7]"
"[3187.0, 4849.0]"
"[5138.1, 5157.2]"
"[5807.4, 6889.0]"
"[7082.8, 7753.1]"
"[8098.4, 8197.4]"
"[8251.3, 8416.7]"
"[8566.4, 8880.8]"
"[8975.5, 9036.8]"
"[9117.9, 9284.5]"
"[9749.6, 10418.0]"
"[10499.0, 10529.0]"
"[10626.0, 10941.0]"
"[11579.0, 11625.0]"
"[12111.0, 12637.0]"
"[12742.0, 13181.0]"
"[13351.0, 13405.0]"
"[13582.0, 13861.0]"
"[14399.0, 15038.0]"
"[15735.0, 16766.0]"
"[16918.0, 16997.0]"
"[17303.0, 17618.0]"
"[18247.0, 18286.0]"
"[18423.0, 18706.0]"
"[19486.0, 20001.0]"
"[20102.0, 20333.0]"
"[20427.0, 20878.0]"
"[20974.0, 21061.0]"
"[21351.0, 21438.0]"
"[21615.0, 21657.0]"
"[21730.0, 21749.0]"
"[22214.0, 23310.0]"
"[23426.0, 23505.0]"
"[23751.0, 23802.0]"
"[24131.0, 24238.0]"
"[24271.0, 26569.0]"
"[26850.0, 28294.0]"
"[28471.0, 28490.0]"
"[28567.0, 28905.0]"
"[29019.0, 29702.0]"
"[29850.0, 30082.0]"
"[30146.0, 30462.0]"
"[30702.0, 30902.0]"
"[32111.0, 32133.0]"
"[32523.0, 32625.0]"
"[33762.0, 33789.0]"
"[34362.0, 34946.0]"
"[35230.0, 37273.0]"
"[37994.0, 38038.0]"
"[39806.0, 41201.0]"
"[41302.0, 42074.0]"
"[42203.0, 42262.0]"
