state4
4.1644
4.19045
4.1674500000000005
4.134650000000001
4.14415
4.1277
4.1411999999999995
4.148
4.130850000000001
4.1513
4.1589
4.1456
4.1678999999999995
4.1716
4.150449999999999
4.1556
4.1474
4.1575500000000005
4.151350000000001
4.1716
4.16045
4.1376
4.1401
4.1261
4.1327
4.1283
4.1337
4.1151
4.121
4.1227
4.1298
4.1346
4.1479
4.1513
4.1564
4.20205
4.1609
4.1724499999999995
4.1447
4.16
4.1624
4.1541
4.1363
4.1526
""
""
""
""
""
""
""
""
""
""
""
""
""
