state2.2
"[12.9, 142.94]"
"[344.82, 910.86]"
"[1416.9, 1718.9]"
"[1929.0, 2303.4]"
"[2532.9, 2671.7]"
"[3061.0, 3803.2]"
"[4128.8, 4339.1]"
"[4572.2, 4966.3]"
"[5120.3, 5767.1]"
"[6468.4, 6559.2]"
"[6680.7, 7390.5]"
"[7519.5, 7690.1]"
"[7836.8, 8010.5]"
"[8226.9, 8474.5]"
"[9564.3, 10167.0]"
"[10312.0, 10687.0]"
"[10781.0, 10919.0]"
"[11028.0, 11183.0]"
"[11297.0, 11359.0]"
"[11408.0, 11660.0]"
"[11812.0, 12343.0]"
"[13357.0, 13403.0]"
"[13568.0, 13691.0]"
"[13937.0, 14367.0]"
"[14525.0, 14875.0]"
"[22148.0, 22336.0]"
"[23212.0, 23355.0]"
"[23609.0, 23691.0]"
"[23749.0, 24103.0]"
"[24232.0, 24376.0]"
"[24529.0, 25020.0]"
"[25160.0, 25591.0]"
"[25768.0, 26203.0]"
"[26501.0, 26614.0]"
"[26655.0, 26893.0]"
"[26947.0, 27157.0]"
"[27222.0, 27501.0]"
"[27607.0, 28261.0]"
"[28402.0, 28454.0]"
"[28507.0, 28922.0]"
"[29042.0, 29329.0]"
"[29391.0, 29806.0]"
"[29927.0, 30195.0]"
"[30255.0, 30387.0]"
"[30672.0, 30871.0]"
"[32672.0, 33263.0]"
"[33327.0, 33418.0]"
"[33492.0, 33675.0]"
"[33775.0, 34046.0]"
"[34143.0, 34501.0]"
"[34563.0, 34678.0]"
"[34798.0, 35057.0]"
"[35171.0, 35197.0]"
"[35339.0, 35634.0]"
"[35683.0, 35802.0]"
"[35923.0, 36273.0]"
"[36474.0, 36550.0]"
"[38890.0, 39298.0]"
"[41534.0, 41946.0]"
"[42567.0, 42970.0]"
