state2.2
"[9006.8, 9356.7]"
"[12588.0, 12667.0]"
"[14349.0, 14463.0]"
"[27289.0, 27452.0]"
"[27505.0, 27632.0]"
"[27904.0, 28432.0]"
"[28691.0, 28823.0]"
"[28869.0, 29125.0]"
"[30047.0, 30562.0]"
"[30666.0, 31089.0]"
"[31162.0, 31409.0]"
"[31551.0, 31901.0]"
"[32087.0, 32542.0]"
"[32722.0, 33493.0]"
"[33539.0, 33805.0]"
"[34022.0, 34453.0]"
"[41155.0, 41265.0]"
"[41882.0, 42261.0]"
"[42635.0, 43037.0]"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
