state3.2
"[3440.5, 3543.6]"
"[4221.0, 4251.6]"
"[26046.0, 26217.0]"
"[27003.0, 27101.0]"
"[28427.0, 28585.0]"
"[32776.0, 32816.0]"
"[33372.0, 33428.0]"
"[34035.0, 34184.0]"
"[34569.0, 34624.0]"
"[36201.0, 36303.0]"
"[37080.0, 37315.0]"
"[38060.0, 38135.0]"
"[38736.0, 38872.0]"
"[42776.0, 42864.0]"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
