Mouse ID,Laser Power,Basename,Path,Experiment
112,1,20220208_112_8_AChMut_RvR_001,/Users/pingchuanma/Desktop/ChenLab_Data/RvR/New_RvR_analysis/AChMut/20220208_112_8_AChMut_RvR_001,20220208_112_8_AChMut_RvR_001
123,1,20220714_PM28_123_AChmut_RvR_001,/Users/pingchuanma/Desktop/ChenLab_Data/RvR/New_RvR_analysis/AChMut/20220714_PM28_123_AChmut_RvR_001,20220714_PM28_123_AChmut_RvR_001
109,1,20220208_109_AChMut_RvR_001,/Users/pingchuanma/Desktop/ChenLab_Data/RvR/New_RvR_analysis/AChMut/20220208_109_AChMut_RvR_001,20220208_109_AChMut_RvR_001
111,1,20220714_PM29_111_AChmut_RvR_002,/Users/pingchuanma/Desktop/ChenLab_Data/RvR/New_RvR_analysis/AChMut/20220714_PM29_111_AChmut_RvR_002,20220714_PM29_111_AChmut_RvR_002
