state1.2
"[12.821, 414.94]"
"[499.86, 750.66]"
"[1063.6, 1433.9]"
"[1740.8, 2090.4]"
"[2452.2, 2847.1]"
"[3012.3, 3486.7]"
"[3620.3, 4186.5]"
"[4376.6, 5063.2]"
"[5279.6, 5338.8]"
"[5443.9, 5820.5]"
"[5852.4, 6147.2]"
"[7049.2, 7127.7]"
"[7204.2, 7371.0]"
"[7967.9, 8278.8]"
"[8389.3, 8467.3]"
"[8884.5, 8931.3]"
"[9123.9, 9319.5]"
"[10116.0, 10311.0]"
"[10593.0, 10763.0]"
"[10865.0, 10899.0]"
"[11496.0, 11643.0]"
"[12125.0, 12380.0]"
"[12700.0, 12727.0]"
"[12852.0, 13024.0]"
"[13106.0, 13154.0]"
"[13962.0, 13989.0]"
"[14114.0, 14162.0]"
"[14418.0, 14481.0]"
"[15310.0, 15581.0]"
"[15734.0, 16089.0]"
"[16255.0, 16561.0]"
"[17378.0, 17469.0]"
"[17930.0, 18309.0]"
"[18418.0, 19358.0]"
"[19718.0, 19881.0]"
"[19991.0, 20025.0]"
"[20793.0, 20847.0]"
"[21205.0, 21315.0]"
"[21576.0, 21743.0]"
"[22065.0, 22135.0]"
"[24328.0, 24572.0]"
"[24853.0, 24911.0]"
"[24988.0, 25040.0]"
"[25244.0, 25407.0]"
"[25537.0, 25784.0]"
"[25900.0, 26011.0]"
"[27045.0, 27063.0]"
"[28057.0, 28095.0]"
"[28644.0, 28680.0]"
"[29076.0, 29124.0]"
"[29349.0, 29440.0]"
"[29517.0, 29607.0]"
"[30065.0, 30131.0]"
"[31663.0, 31690.0]"
"[32338.0, 32510.0]"
"[32638.0, 33269.0]"
"[33466.0, 33517.0]"
"[33618.0, 33801.0]"
"[33962.0, 33978.0]"
"[36386.0, 36434.0]"
"[38865.0, 40520.0]"
"[41156.0, 41199.0]"
"[42308.0, 42883.0]"
"[42989.0, 43187.0]"
