state1.2
"[12.6, 276.84]"
"[901.4, 1060.1]"
"[1490.0, 1808.3]"
"[2194.3, 2311.8]"
"[3162.4, 3481.8]"
"[4151.1, 4213.3]"
"[4566.7, 4660.8]"
"[4927.1, 5213.0]"
"[5318.1, 5616.8]"
"[6022.5, 6121.4]"
"[6481.5, 6680.4]"
"[7089.6, 7291.5]"
"[7729.2, 7788.3]"
"[8169.9, 8188.3]"
"[8465.9, 8483.5]"
"[11236.0, 11351.0]"
"[11841.0, 11883.0]"
"[11989.0, 12043.0]"
"[13585.0, 13707.0]"
"[13864.0, 13995.0]"
"[14432.0, 14607.0]"
"[14873.0, 15292.0]"
"[17800.0, 18167.0]"
"[18528.0, 18575.0]"
"[19372.0, 19403.0]"
"[19493.0, 19656.0]"
"[19968.0, 20144.0]"
"[20273.0, 20311.0]"
"[20737.0, 20924.0]"
"[21665.0, 21692.0]"
"[22044.0, 22060.0]"
"[24105.0, 24143.0]"
"[24481.0, 24547.0]"
"[25304.0, 25327.0]"
"[26132.0, 26203.0]"
"[26416.0, 26959.0]"
"[27153.0, 27536.0]"
"[28164.0, 28223.0]"
"[29241.0, 29287.0]"
"[29744.0, 29763.0]"
"[31607.0, 31671.0]"
"[31769.0, 32156.0]"
"[33768.0, 33811.0]"
"[33971.0, 34035.0]"
"[34184.0, 34319.0]"
"[34668.0, 34703.0]"
"[35293.0, 35363.0]"
"[35812.0, 35835.0]"
"[36121.0, 36171.0]"
"[36285.0, 36475.0]"
"[38048.0, 38064.0]"
"[38688.0, 39000.0]"
"[39096.0, 39131.0]"
"[39329.0, 39856.0]"
"[39960.0, 40020.0]"
"[40897.0, 40947.0]"
"[41111.0, 42939.0]"
"[43008.0, 43124.0]"
""
""
""
""
""
""
""
""
