state1.2
"[12.721, 72.94]"
"[187.18, 616.66]"
"[750.9, 1440.8]"
"[1510.5, 1969.4]"
"[2078.7, 2306.2]"
"[2467.4, 2625.7]"
"[2855.2, 3102.5]"
"[4343.3, 4381.7]"
"[4911.4, 4977.9]"
"[5087.3, 5902.1]"
"[6091.9, 6385.8]"
"[6487.1, 6558.5]"
"[6691.1, 7021.7]"
"[7099.2, 7541.9]"
"[7644.1, 7834.1]"
"[7926.6, 8146.1]"
"[8611.1, 8714.2]"
"[8999.3, 9189.7]"
"[10805.0, 11105.0]"
"[11266.0, 11464.0]"
"[11661.0, 12096.0]"
"[12190.0, 12332.0]"
"[12453.0, 12764.0]"
"[12882.0, 12995.0]"
"[13368.0, 13464.0]"
"[13624.0, 14087.0]"
"[14293.0, 14555.0]"
"[14672.0, 14867.0]"
"[15089.0, 15323.0]"
"[15561.0, 15844.0]"
"[16088.0, 16172.0]"
"[16297.0, 16367.0]"
"[16512.0, 16967.0]"
"[17101.0, 18063.0]"
"[18224.0, 18371.0]"
"[18588.0, 18863.0]"
"[18964.0, 19199.0]"
"[19308.0, 19420.0]"
"[19532.0, 19611.0]"
"[19729.0, 20367.0]"
"[20517.0, 20847.0]"
"[20972.0, 21060.0]"
"[21152.0, 21720.0]"
"[21832.0, 21859.0]"
"[22013.0, 22284.0]"
"[22392.0, 22436.0]"
"[22580.0, 22931.0]"
"[23064.0, 23484.0]"
"[23589.0, 23748.0]"
"[24069.0, 24275.0]"
"[24388.0, 24891.0]"
"[24992.0, 25323.0]"
"[25424.0, 25652.0]"
"[25881.0, 26195.0]"
"[26292.0, 26499.0]"
"[26588.0, 26992.0]"
"[27079.0, 27255.0]"
"[27444.0, 27736.0]"
"[27868.0, 28523.0]"
"[28616.0, 29452.0]"
"[29540.0, 29696.0]"
"[29921.0, 30087.0]"
"[30153.0, 30171.0]"
"[30264.0, 30384.0]"
"[30468.0, 30820.0]"
"[30983.0, 31035.0]"
"[31147.0, 31362.0]"
"[31612.0, 32046.0]"
"[32160.0, 32206.0]"
"[32296.0, 32342.0]"
"[32551.0, 32595.0]"
"[32712.0, 32978.0]"
"[33139.0, 33299.0]"
"[33400.0, 33510.0]"
"[33767.0, 33883.0]"
"[34335.0, 34617.0]"
"[36826.0, 36842.0]"
"[37251.0, 37558.0]"
"[37697.0, 37981.0]"
"[38090.0, 38158.0]"
"[38302.0, 38813.0]"
"[38910.0, 39057.0]"
"[39122.0, 39170.0]"
"[39359.0, 40253.0]"
"[40367.0, 40608.0]"
"[40679.0, 40806.0]"
"[41818.0, 42020.0]"
